sex,age,educyr,farm,urban,hhsize,lntotal,lnmed,lnrlfood,lnexp12m,commune
male,29,10,yes,no,8,8.910359,5.398163,8.341976,5.398163,70
male,27,13,yes,no,4,8.589869,5.337538,8.191577,5.337538,70
male,58,9,yes,no,6,9.616968,10.6795,8.854957,10.6795,70
female,25,9,yes,no,3,8.124848,4.356709,7.595557,4.356709,70
male,58,9,yes,no,4,9.178318,4.510859,8.34742,4.510859,70
female,87,0,yes,no,1,7.196681,4.174387,6.382104,4.174387,70
male,49,7,yes,no,10,9.558241,7.541683,9.043741,7.541683,70
male,29,9,yes,no,8,9.270567,5.560682,8.575034,5.560682,70
male,37,9,no,no,4,9.471133,5.560682,8.360253,5.560682,70
male,31,9,yes,no,5,8.491609,6.708084,8.232783,6.708084,70
female,39,5,yes,no,3,8.485719,0,8.044791,NA,70
male,28,9,yes,no,5,7.969591,0,7.751049,NA,70
male,34,14,no,no,7,9.344508,6.659294,8.469412,6.659294,70
male,63,5,yes,no,7,9.33634,4.174387,8.852021,4.174387,70
female,37,5,yes,no,7,8.588545,0,8.105341,NA,70
male,26,10,yes,no,4,8.631313,5.700444,8.45015,5.700444,70
male,26,10,yes,no,5,8.642647,5.273,8.30022,5.273,71
male,47,3,yes,no,7,9.444198,7.575585,8.896393,7.575585,71
male,55,5,yes,no,7,9.537649,7.432484,9.023539,7.432484,71
male,38,5,yes,no,6,9.125621,0,8.68627,NA,71
male,34,9,yes,no,5,9.090958,6.456769,8.534835,6.456769,71
male,61,2,yes,no,4,8.850797,4.867535,8.486518,4.867535,71
female,62,3,yes,no,5,9.11635,7.774436,8.783489,7.774436,71
male,40,8,yes,no,6,9.448689,6.030685,8.987555,6.030685,71
male,46,10,yes,no,6,9.242659,6.49224,8.769502,6.49224,71
male,49,5,yes,no,6,9.580674,6.09131,9.065392,6.09131,71
male,30,10,yes,no,5,9.145025,7.007601,8.528495,7.007601,71
male,38,0,yes,no,8,9.349871,6.971669,8.872373,6.971669,71
male,35,9,yes,no,5,9.157473,5.57973,8.678823,5.57973,71
male,35,5,yes,no,6,9.114027,3.951244,8.715912,3.951244,71
male,46,9,yes,no,6,9.558708,5.337538,9.11433,5.337538,71
male,42,8,yes,no,5,9.201164,5.998937,8.889783,5.998937,71
male,52,8,yes,no,6,10.20564,7.640123,9.446378,7.640123,71
male,45,8,yes,no,8,10.0142,6.514713,9.580544,6.514713,71
male,42,14,yes,no,5,10.04513,6.302619,9.099444,6.302619,71
female,68,0,yes,no,4,9.301676,7.064759,8.617661,7.064759,71
male,28,11,yes,no,5,9.619238,5.966147,8.862734,5.966147,71
male,61,5,yes,no,4,9.418949,5.966147,8.884884,5.966147,71
male,39,5,yes,no,5,9.243299,5.736572,8.631731,5.736572,71
male,46,11,yes,no,5,9.636588,0,9.007062,NA,71
male,59,14,yes,no,5,9.838037,4.174387,9.007745,4.174387,71
male,60,12,yes,no,5,9.579066,2.564949,9.085314,2.564949,71
female,68,2,yes,no,6,9.4171,5.129899,8.789521,5.129899,71
male,52,13,yes,no,8,10.22938,6.416732,9.347448,6.416732,71
male,66,0,yes,no,2,8.941934,7.757906,8.486445,7.757906,71
male,37,10,yes,no,4,9.982673,4.762174,9.047113,4.762174,71
male,33,11,yes,no,4,8.926915,5.897154,8.578177,5.897154,71
male,44,9,yes,no,6,9.614673,5.860786,9.044791,5.860786,71
male,61,7,yes,no,4,9.112325,7.118826,8.642633,7.118826,72
male,56,14,yes,no,7,9.125065,6.921658,8.469794,6.921658,72
male,57,5,yes,no,1,7.641605,0,7.518188,NA,72
male,42,10,yes,no,4,8.778851,0,8.360754,NA,72
male,32,12,yes,no,7,9.360812,10.06233,8.47317,10.06233,72
male,51,5,yes,no,5,9.620195,9.622384,8.156507,9.622384,72
male,43,9,yes,no,4,8.376184,3.258096,8.173033,3.258096,72
male,39,11,yes,no,6,9.207792,4.644391,8.708965,4.644391,72
female,66,2,yes,no,1,7.237442,4.510859,6.931804,4.510859,72
male,45,9,yes,no,5,8.974792,5.860786,8.506433,5.860786,72
male,31,9,yes,no,6,9.140133,2.564949,8.394127,2.564949,72
male,37,8,yes,no,5,8.795214,0,8.452404,NA,72
male,47,9,yes,no,8,9.089601,5.634789,8.790599,5.634789,72
male,23,8,yes,no,3,8.189847,4.867535,7.849051,4.867535,72
male,37,3,yes,no,5,8.223286,0,7.916514,NA,72
male,32,9,yes,no,4,8.36482,5.669881,8.158225,5.669881,72
male,38,9,yes,no,5,8.638783,4.962845,8.182659,4.962845,72
male,29,9,yes,no,6,8.855671,6.642487,8.495422,6.642487,72
male,38,10,yes,no,5,9.289949,5.966147,8.889434,5.966147,72
male,36,9,yes,no,5,8.514363,3.663562,8.266354,3.663562,72
male,45,3,yes,no,8,8.792577,4.174387,8.58966,4.174387,72
male,31,7,yes,no,5,8.546894,4.174387,8.291985,4.174387,72
male,53,2,yes,no,5,8.450658,0,8.012225,NA,72
male,55,2,yes,no,3,8.145399,3.258096,7.911304,3.258096,72
male,36,10,yes,no,5,8.698881,6.415097,8.306286,6.415097,72
female,36,6,yes,no,4,8.712381,4.174387,8.350194,4.174387,72
female,65,2,yes,no,4,8.763553,4.867535,8.153364,4.867535,72
male,58,5,yes,no,3,8.724098,6.626718,7.672122,6.626718,72
male,30,7,yes,no,4,8.435017,0,8.173821,NA,72
male,30,9,yes,no,5,8.512853,4.510859,8.176546,4.510859,72
female,41,5,yes,no,4,8.623697,0,8.342436,NA,72
male,41,9,yes,no,3,8.275536,3.951244,7.910966,3.951244,72
male,43,7,yes,no,7,9.723331,7.118826,8.963195,7.118826,73
male,32,6,yes,no,6,9.151599,6.371612,8.657852,6.371612,73
male,60,0,yes,no,6,8.921901,6.939254,8.556214,6.939254,73
male,35,6,yes,no,5,8.939958,4.644391,8.626782,4.644391,73
male,35,3,yes,no,3,8.982009,3.663562,8.534546,3.663562,73
male,58,5,yes,no,8,9.920575,7.518064,9.451259,7.518064,73
male,35,5,yes,no,6,8.911376,5.204007,8.563334,5.204007,73
male,33,4,yes,no,7,8.867146,7.20934,8.570114,7.20934,73
male,51,5,yes,no,6,9.131708,4.174387,8.706021,4.174387,73
male,41,9,yes,no,6,9.250944,6.120297,8.847624,6.120297,73
female,39,6,yes,no,7,9.352854,5.398163,8.784501,5.398163,73
male,59,15,yes,no,5,9.421736,7.17012,8.793551,7.17012,73
male,47,7,yes,no,7,9.277529,7.187657,8.749848,7.187657,73
male,37,10,yes,no,5,8.373326,7.912057,7.881848,7.912057,73
male,35,5,yes,no,5,8.826613,5.455321,8.314456,5.455321,73
male,33,4,yes,no,5,8.434848,3.951244,8.067657,3.951244,73
male,73,4,no,no,2,8.02354,0,7.704428,NA,73
male,30,8,no,no,3,8.330437,5.966147,7.764338,5.966147,73
male,51,8,yes,no,6,9.451427,4.356709,8.964918,4.356709,73
male,54,9,yes,no,4,8.752346,5.337538,8.256416,5.337538,73
male,50,9,yes,no,5,9.335869,2.564949,8.876375,2.564949,73
male,35,10,yes,no,5,8.981372,6.030685,8.494339,6.030685,73
male,54,5,yes,no,4,8.859454,3.258096,8.637299,3.258096,73
male,36,6,yes,no,6,9.309847,6.946976,8.678601,6.946976,73
male,30,10,yes,no,5,9.257719,7.377134,8.818457,7.377134,73
male,41,7,yes,no,7,9.640609,6.609349,8.925414,6.609349,73
male,43,14,yes,no,5,9.343936,3.258096,8.739647,3.258096,73
male,58,6,yes,no,6,9.079738,5.337538,8.620014,5.337538,73
male,40,3,yes,no,6,9.114495,7.146772,8.472149,7.146772,73
male,34,7,no,no,5,9.712073,8.163371,8.806972,8.163371,73
male,47,5,yes,no,5,9.024956,6.400258,8.686588,6.400258,73
male,45,11,yes,no,6,9.171851,0,8.588461,NA,73
female,69,4,no,no,2,9.555343,3.258096,8.560612,3.258096,74
male,70,9,yes,no,4,9.454116,0,8.570605,NA,74
female,43,10,yes,no,4,9.35115,2.70805,8.81824,2.70805,74
female,36,5,yes,no,5,9.408143,7.204893,8.592718,7.204893,74
male,64,3,yes,no,6,9.684235,7.746733,9.261811,7.746733,74
male,63,5,yes,no,5,9.352667,0,8.983341,NA,74
male,38,9,yes,no,6,9.736629,3.496508,9.225759,3.496508,74
male,69,16,yes,no,2,9.804418,0,8.922536,NA,74
female,57,15,no,no,5,9.810859,0,8.949297,NA,74
female,67,5,yes,no,3,8.947445,2.70805,8.326352,2.70805,74
male,66,15,no,no,7,9.96244,6.003887,9.124289,6.003887,74
male,31,5,yes,no,4,9.602097,3.401197,8.870054,3.401197,74
female,41,9,yes,no,2,8.794479,2.70805,8.166582,2.70805,74
female,39,5,no,no,5,9.809995,4.248495,9.279607,4.248495,74
male,52,9,no,no,4,9.80776,3.688879,8.783422,3.688879,74
male,58,9,no,no,4,9.452683,0,8.881804,NA,74
male,58,9,no,no,8,9.723998,4.70048,8.99108,4.70048,74
female,58,5,yes,no,2,9.065218,5.398163,8.48697,5.398163,74
male,51,15,yes,no,6,9.709026,3.806663,8.802994,3.806663,74
female,43,9,yes,no,4,9.010905,3.401197,8.42581,3.401197,74
male,64,3,no,no,2,9.062648,0,8.606833,NA,74
male,67,7,no,no,5,9.854358,3.258096,9.068611,3.258096,74
female,67,0,yes,no,5,8.99579,5.560682,8.574466,5.560682,74
female,41,3,no,no,4,8.951433,4.820282,8.688929,4.820282,74
female,43,9,no,no,5,9.096978,2.70805,8.500441,2.70805,74
female,66,0,yes,no,4,9.473586,6.421622,8.446856,6.421622,74
male,68,9,no,no,2,9.227406,0,8.639775,NA,74
female,62,0,yes,no,3,9.26075,0,8.617653,NA,74
male,77,15,no,no,6,10.32464,9.754001,9.30936,9.754001,74
male,68,4,no,no,6,9.960824,8.779557,9.29469,8.779557,74
female,43,9,no,no,3,10.28503,7.522941,9.230722,7.522941,74
male,44,9,yes,no,4,9.218015,5.560682,8.6446,5.560682,74
male,37,13,no,no,7,9.543051,7.682482,8.862841,7.682482,75
male,59,9,no,no,2,9.220466,0,8.523983,NA,75
male,55,14,no,no,2,8.854514,0,8.346085,NA,75
male,44,9,no,no,5,10.00066,8.245646,8.884663,8.245646,75
male,23,9,no,no,4,9.052278,5.783825,8.330951,5.783825,75
male,46,11,yes,no,5,9.429027,0,9.001375,NA,75
male,34,9,no,no,4,9.572374,6.09131,8.839101,6.09131,75
female,62,1,no,no,3,8.326328,5.609472,7.857999,5.609472,75
male,54,12,no,no,5,10.2163,3.663562,8.990299,3.663562,75
male,76,0,no,no,5,9.191122,7.892826,8.604236,7.892826,75
male,41,16,no,no,5,9.517502,4.043051,8.911131,4.043051,75
male,62,5,yes,no,2,10.27854,9.311994,8.557821,9.311994,75
female,44,9,no,no,6,9.526299,6.040255,8.945621,6.040255,75
male,32,9,no,no,5,9.77751,7.34601,9.011866,7.34601,75
male,43,10,no,no,4,9.287081,2.70805,8.80778,2.70805,75
female,49,15,yes,no,3,9.496302,9.99675,8.469588,9.99675,75
male,40,9,no,no,5,9.608702,5.966147,8.986321,5.966147,75
male,70,5,yes,no,5,9.233871,0,8.672126,NA,75
male,38,10,no,no,5,9.671754,0,8.996858,NA,75
male,71,2,yes,no,2,8.657354,4.867535,8.401567,4.867535,75
male,58,3,no,no,4,9.938949,0,9.206366,NA,75
male,32,9,yes,no,6,9.450384,0,9.000177,NA,75
male,32,9,yes,no,4,9.127486,7.181592,8.763402,7.181592,75
male,36,9,no,no,5,9.74814,6.507277,8.848948,6.507277,75
male,61,9,no,no,2,8.002218,0,7.556669,NA,75
male,55,5,yes,no,3,8.999236,7.17012,8.618663,7.17012,75
male,77,5,no,no,9,10.43757,3.806663,9.748331,3.806663,75
male,44,11,no,no,5,10.08948,8.269244,9.380028,8.269244,75
male,60,7,no,no,3,9.380479,0,8.494661,NA,75
male,30,9,no,no,4,9.820474,0,9.064006,NA,75
male,43,9,yes,no,5,9.63914,3.401197,8.906135,3.401197,75
male,29,9,no,no,3,9.306833,7.21891,8.510181,7.21891,75
male,55,9,yes,no,4,9.394542,5.971262,8.940319,5.971262,76
male,38,9,yes,no,5,9.232259,4.867535,8.667632,4.867535,76
female,34,12,yes,no,4,9.423249,3.258096,8.496731,3.258096,76
male,48,17,yes,no,3,9.190823,0,8.793386,NA,76
male,30,9,no,no,4,9.730638,8.184514,8.693072,8.184514,76
female,60,0,yes,no,4,8.987437,7.868254,8.374317,7.868254,76
male,41,7,yes,no,5,9.444819,4.867535,8.719578,4.867535,76
male,31,14,no,no,6,10.22297,0,8.994224,NA,76
female,40,9,no,no,3,9.694354,5.783825,8.559082,5.783825,76
male,44,9,yes,no,4,9.165051,3.401197,8.585023,3.401197,76
male,25,9,no,no,3,8.87921,6.317165,8.314444,6.317165,76
male,29,9,yes,no,3,8.875719,3.951244,8.322885,3.951244,76
male,46,9,yes,no,4,9.166449,6.813445,8.509274,6.813445,76
male,43,9,yes,no,6,9.536143,3.401197,8.923781,3.401197,76
male,57,0,yes,no,9,9.15277,4.962845,8.844232,4.962845,76
female,46,10,yes,no,6,9.205011,0,8.77592,NA,76
female,41,9,yes,no,4,9.118515,8.680841,8.624369,8.680841,76
male,31,8,yes,no,4,8.940554,7.45472,8.152268,7.45472,76
female,58,0,yes,no,5,8.825619,0,8.541694,NA,76
male,42,9,yes,no,9,9.83057,9.592196,9.10373,9.592196,76
male,44,12,yes,no,5,9.375071,7.141245,8.750769,7.141245,76
male,58,5,no,no,6,9.316083,0,8.834098,NA,76
male,46,9,yes,no,8,9.653693,6.278522,8.882675,6.278522,76
male,54,12,yes,no,5,9.959167,8.474286,8.869094,8.474286,76
female,31,9,no,no,4,8.997725,5.398163,8.571985,5.398163,76
male,35,9,yes,no,4,8.864343,5.966147,8.526988,5.966147,76
male,27,9,no,no,6,8.886983,4.867535,8.642852,4.867535,76
male,51,9,yes,no,4,9.284414,6.248043,8.683756,6.248043,76
female,44,6,yes,no,4,8.788716,7.077498,8.055164,7.077498,76
male,43,12,yes,no,8,9.561706,3.401197,8.840775,3.401197,76
male,24,9,no,no,3,8.917751,5.823046,8.11684,5.823046,76
male,33,9,yes,no,4,8.903506,0,8.434504,NA,76
female,25,5,yes,no,4,8.882985,4.905275,8.31321,4.905275,77
male,32,10,yes,no,4,9.231345,6.922644,8.645275,6.922644,77
female,46,0,yes,no,12,9.782346,3.688879,9.307711,3.688879,77
male,61,0,yes,no,5,9.521563,6.234411,8.942531,6.234411,77
male,39,6,yes,no,8,9.507368,2.079442,9.061539,2.079442,77
male,34,2,yes,no,8,9.670121,3.258096,9.036197,3.258096,77
male,36,3,yes,no,6,9.154204,3.663562,8.789458,3.663562,77
male,32,11,yes,no,4,9.153008,0,8.680593,NA,77
male,48,4,yes,no,5,9.339431,4.867535,8.731156,4.867535,77
male,45,5,yes,no,10,9.907495,8.027476,9.310492,8.027476,77
male,29,9,yes,no,4,8.919547,4.127134,8.52167,4.127134,77
male,36,7,yes,no,6,9.273385,5.783825,8.675105,5.783825,77
male,31,9,yes,no,5,9.219142,0,8.655568,NA,77
male,36,5,yes,no,6,9.717505,5.713733,9.150109,5.713733,77
male,42,0,yes,no,8,9.154203,5.129899,8.779209,5.129899,77
male,60,5,yes,no,4,9.171649,5.560682,8.819027,5.560682,77
male,39,3,yes,no,9,9.702607,4.356709,9.045118,4.356709,77
male,40,4,yes,no,8,9.236744,0,8.80093,NA,77
male,28,12,yes,no,4,8.855035,5.129899,8.409472,5.129899,77
male,38,5,yes,no,7,8.965765,5.111988,8.52994,5.111988,77
male,29,9,yes,no,4,8.714009,4.962845,8.384922,4.962845,77
male,41,9,no,no,5,9.87494,7.334329,9.155677,7.334329,77
male,72,0,no,no,2,8.604239,6.393591,8.29963,6.393591,77
male,34,0,yes,no,5,9.086418,6.684612,8.740711,6.684612,77
male,58,3,yes,no,7,9.173587,6.045005,8.650592,6.045005,77
male,57,9,yes,no,6,9.513075,7.363914,9.011811,7.363914,77
male,55,14,yes,no,5,9.379241,4.317488,8.873072,4.317488,77
male,36,10,yes,no,8,9.550312,9.558176,9.065161,9.558176,77
male,50,5,yes,no,6,9.041536,4.356709,8.659799,4.356709,77
male,38,9,yes,no,5,9.236228,6.030685,8.59904,6.030685,77
male,28,7,yes,no,6,8.717793,4.867535,8.409283,4.867535,77
male,32,10,yes,no,6,9.286623,5.075174,8.972494,5.075174,77
male,45,17,yes,no,4,9.235066,5.010635,8.567893,5.010635,78
male,69,5,yes,no,3,8.557809,7.673223,8.104824,7.673223,78
male,30,9,yes,no,4,9.022739,2.564949,8.273882,2.564949,78
male,47,14,no,no,4,9.162401,5.560682,8.554747,5.560682,78
male,37,12,yes,no,4,9.854657,4.867535,8.772861,4.867535,78
female,54,4,yes,no,5,8.83348,5.560682,8.376075,5.560682,78
male,35,4,yes,no,4,8.258239,6.030685,7.910343,6.030685,78
male,32,5,yes,no,6,9.225575,0,8.481175,NA,78
male,29,6,yes,no,4,8.400255,6.579251,7.965958,6.579251,78
male,42,9,yes,no,6,9.723025,7.470224,9.202715,7.470224,78
male,54,9,yes,no,3,9.040194,0,8.204045,NA,78
male,61,6,yes,no,7,9.275778,0,8.900772,NA,78
male,35,9,yes,no,4,8.908856,4.867535,8.409137,4.867535,78
male,40,9,yes,no,4,8.82771,6.120297,8.488151,6.120297,78
male,38,5,yes,no,6,8.810764,7.265429,8.283457,7.265429,78
male,35,6,yes,no,6,9.048751,7.327123,8.427542,7.327123,78
male,56,9,yes,no,4,8.68923,5.455321,8.216208,5.455321,78
male,42,9,yes,no,4,9.593466,4.174387,8.70164,4.174387,78
male,48,6,yes,no,4,9.249115,6.739336,8.848903,6.739336,78
male,35,4,yes,no,5,8.776517,5.273,8.323694,5.273,78
male,56,12,yes,no,6,9.163514,0,8.72321,NA,78
male,42,9,yes,no,7,8.784484,4.644391,8.458272,4.644391,78
male,44,9,yes,no,6,9.40198,0,8.952192,NA,78
male,28,13,yes,no,4,8.968712,5.78996,8.445782,5.78996,78
male,30,10,yes,no,5,8.686145,0,8.271642,NA,78
male,31,9,yes,no,4,8.882425,0,8.431956,NA,78
male,67,5,yes,no,7,9.184082,0,8.708065,NA,78
male,39,7,yes,no,4,8.686049,5.398163,8.131348,5.398163,78
male,32,6,yes,no,4,8.150629,6.131227,7.683472,6.131227,78
female,45,6,yes,no,4,7.76257,5.560682,7.415643,5.560682,78
male,40,15,yes,no,5,8.939919,4.762174,8.401348,4.762174,78
male,53,9,yes,no,7,9.599354,6.813445,8.961738,6.813445,78
male,47,5,yes,no,6,8.746376,0,8.432342,NA,79
male,32,11,yes,no,6,9.051058,7.138867,8.292032,7.138867,79
male,47,6,yes,no,5,8.589442,5.799093,8.2591,5.799093,79
male,24,9,yes,no,4,8.619455,0,8.337508,NA,79
male,29,7,yes,no,5,8.992386,5.860786,8.463643,5.860786,79
male,43,11,yes,no,3,8.568577,5.273,8.347658,5.273,79
female,33,8,yes,no,3,8.056523,4.510859,7.729644,4.510859,79
male,36,6,yes,no,7,8.855756,0,8.508124,NA,79
female,43,12,no,no,2,8.743816,0,7.998974,NA,79
male,45,9,yes,no,6,9.068991,5.560682,8.523528,5.560682,79
male,64,5,yes,no,3,8.590172,5.298317,8.270845,5.298317,79
male,26,11,yes,no,4,8.90718,5.337538,8.474285,5.337538,79
male,38,11,yes,no,10,9.384961,4.174387,8.845382,4.174387,79
male,39,8,yes,no,6,8.449462,3.912023,8.102283,3.912023,79
male,56,15,yes,no,4,9.034097,6.025866,8.611938,6.025866,79
male,37,10,yes,no,6,9.267828,5.966147,8.742283,5.966147,79
male,57,6,yes,no,7,9.223583,9.129781,8.715873,9.129781,79
female,59,3,yes,no,4,8.676702,6.882438,8.336498,6.882438,79
male,42,10,yes,no,7,9.059624,6.456769,8.568749,6.456769,79
male,39,16,yes,no,5,8.90584,5.129899,8.467517,5.129899,79
male,46,10,yes,no,7,8.646888,4.867535,8.324091,4.867535,79
male,53,10,yes,no,7,9.116314,0,8.749043,NA,79
male,46,10,yes,no,9,9.106322,0,8.5803,NA,79
male,37,8,yes,no,4,8.702869,5.313206,8.259566,5.313206,79
male,41,10,yes,no,7,8.996452,5.433722,8.636866,5.433722,79
male,48,9,yes,no,6,9.352767,7.36897,8.651765,7.36897,79
female,37,8,yes,no,6,8.632053,5.823046,8.169545,5.823046,79
male,29,12,yes,no,4,8.426264,4.644391,8.095751,4.644391,79
female,40,13,yes,no,8,9.303885,7.518064,8.862631,7.518064,79
female,56,2,yes,no,9,9.35807,8.320691,8.993204,8.320691,79
male,28,12,yes,no,4,8.624538,5.743003,8.277753,5.743003,79
male,45,11,yes,no,6,9.395929,6.371612,8.558869,6.371612,79
female,73,0,yes,no,4,9.06464,7.711997,8.348087,7.711997,80
female,68,0,yes,no,2,8.606178,7.064759,8.228503,7.064759,80
male,61,13,yes,no,3,8.95948,6.278522,8.553501,6.278522,80
male,37,13,yes,no,4,9.473823,6.016157,8.996262,6.016157,80
female,41,9,yes,no,5,9.426937,3.401197,8.721223,3.401197,80
female,51,9,no,no,6,9.838628,2.995732,9.199403,2.995732,80
male,43,5,yes,no,3,9.23415,9.138844,8.69296,9.138844,80
male,51,14,no,no,6,9.813354,2.70805,9.142818,2.70805,80
female,38,5,yes,no,5,8.971965,6.302619,8.583254,6.302619,80
male,36,9,yes,no,4,9.233597,5.613128,8.65142,5.613128,80
male,72,4,yes,no,3,9.119516,5.897154,8.607292,5.897154,80
male,33,9,yes,no,5,8.923097,6.854354,8.421751,6.854354,80
male,54,12,yes,no,5,9.763807,2.564949,8.785108,2.564949,80
male,60,8,yes,no,3,9.08778,6.747587,8.665121,6.747587,80
female,41,10,yes,no,2,8.350855,2.70805,7.8445,2.70805,80
male,60,17,no,no,8,9.856557,6.204558,9.288069,6.204558,80
female,36,9,yes,no,4,9.337419,6.280396,8.55803,6.280396,80
male,37,15,yes,no,4,9.26215,3.401197,8.879751,3.401197,80
female,74,0,no,no,4,9.789545,4.820282,9.036609,4.820282,80
female,37,10,yes,no,4,9.74015,7.090077,8.956964,7.090077,80
male,30,9,yes,no,4,8.948879,6.84375,8.618715,6.84375,80
male,35,12,yes,no,5,9.918892,4.094345,9.327989,4.094345,80
male,32,9,yes,no,4,9.034438,4.406719,8.592957,4.406719,80
male,53,9,yes,no,4,9.950462,3.663562,8.806489,3.663562,80
male,31,12,yes,no,4,8.981498,7.49276,8.490075,7.49276,80
female,48,15,no,no,8,10.6634,4.962845,9.440556,4.962845,80
male,31,12,yes,no,6,9.04999,0,8.669625,NA,80
male,48,10,yes,no,6,9.460067,6.152733,8.951906,6.152733,80
female,33,12,no,no,5,10.29826,9.198268,8.849911,9.198268,80
male,46,14,yes,no,7,9.24481,2.772589,8.820038,2.772589,80
male,70,10,yes,no,5,8.902369,6.590301,8.469676,6.590301,80
male,38,8,yes,no,5,9.247463,3.401197,8.753615,3.401197,80
male,34,10,yes,no,4,8.938477,4.094345,8.454339,4.094345,81
female,60,0,no,no,6,9.353576,4.025352,8.842873,4.025352,81
male,32,9,yes,no,4,8.901005,2.995732,8.38398,2.995732,81
male,38,8,yes,no,5,9.303455,7.420579,8.429225,7.420579,81
male,35,14,yes,no,5,9.404263,6.946976,8.953413,6.946976,81
male,75,5,yes,no,2,8.172274,5.828946,7.75686,5.828946,81
male,38,13,yes,no,6,9.646028,2.484907,8.948298,2.484907,81
male,76,8,yes,no,1,7.819429,0,7.445359,NA,81
male,62,9,yes,no,6,9.227611,6.669498,8.768668,6.669498,81
male,42,12,yes,no,5,9.74063,6.721426,9.30007,6.721426,81
male,38,10,yes,no,5,9.341189,7.367077,8.793711,7.367077,81
male,67,5,yes,no,4,8.982066,4.867535,8.65786,4.867535,81
male,51,9,yes,no,6,9.117092,6.030685,8.653509,6.030685,81
male,44,7,yes,no,5,8.961144,7.059618,8.708968,7.059618,81
male,27,9,yes,no,5,9.070995,7.060476,8.760359,7.060476,81
male,38,9,yes,no,4,8.776353,4.094345,8.426354,4.094345,81
male,48,7,yes,no,4,8.752764,0,8.524304,NA,81
male,64,4,yes,no,2,8.27277,4.60517,7.978065,4.60517,81
male,32,8,yes,no,4,9.265524,3.178054,8.92957,3.178054,81
female,77,0,yes,no,1,7.650148,7.575585,7.09062,7.575585,81
female,57,2,yes,no,2,8.540055,6.96979,8.1276,6.96979,81
female,36,10,yes,no,5,9.10306,6.516193,8.5999,6.516193,81
male,73,3,yes,no,3,9.137579,9.470549,8.249022,9.470549,81
male,35,3,yes,no,5,9.320218,4.624973,8.852561,4.624973,81
male,29,12,yes,no,4,8.982164,6.659294,8.377984,6.659294,81
female,61,0,yes,no,6,9.092885,0,8.407292,NA,81
male,25,6,yes,no,3,8.743253,6.453625,8.05803,6.453625,81
male,38,10,yes,no,6,9.451241,2.484907,8.838203,2.484907,81
male,40,8,yes,no,3,8.782964,4.174387,8.363977,4.174387,81
male,54,6,yes,no,5,9.181396,4.174387,8.803811,4.174387,81
male,51,9,yes,no,5,9.233838,2.197225,8.868039,2.197225,81
male,42,9,yes,no,6,9.317227,4.189655,8.922601,4.189655,81
male,47,12,yes,no,6,9.37029,0,8.896419,NA,82
male,67,13,yes,no,6,9.313935,8.027802,8.569912,8.027802,82
female,47,3,yes,no,3,8.337539,0,8.185276,NA,82
male,43,12,yes,no,6,9.568353,3.806663,9.041334,3.806663,82
male,42,14,yes,no,6,9.500648,0,9.041731,NA,82
male,50,15,no,no,3,9.399964,0,8.904372,NA,82
male,35,9,yes,no,4,8.980189,3.178054,8.562479,3.178054,82
male,26,9,yes,no,4,8.596562,0,8.481481,NA,82
male,41,12,yes,no,5,8.949034,5.686975,8.456756,5.686975,82
male,25,9,yes,no,4,8.499681,0,8.102304,NA,82
male,45,8,yes,no,5,8.912409,0,8.679442,NA,82
male,36,10,yes,no,5,9.032124,3.73767,8.780256,3.73767,82
male,73,4,yes,no,3,8.36305,4.356709,8.132447,4.356709,82
male,56,9,yes,no,5,9.163485,7.213032,8.898204,7.213032,82
male,80,4,yes,no,2,8.459737,0,8.164471,NA,82
male,32,9,yes,no,5,8.596663,5.129899,8.42107,5.129899,82
male,33,9,yes,no,5,8.660658,0,8.342577,NA,82
male,59,14,yes,no,5,8.890553,0,8.488997,NA,82
male,31,12,yes,no,2,8.603996,0,8.123416,NA,82
male,64,14,yes,no,2,8.613928,0,8.154649,NA,82
