"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20","b.depth"
"183651",8227720,"2010-05-09 14:40:00.000",58.25,-9.29,8,153.6031722,"Scotland","748S",10.3451,10.2585,10.2302,"10.1473","3","","G7","Gulf7","20","0",10.3451,10.2585,10.2302,"10.1473",35.444,397
"183656",8227725,"2010-05-09 16:30:00.000",58.25,-8.81,6,169.385103,"Scotland","748S",10.0226,10.1142,10.0002,"9.6337","3","","G7","Gulf7","20","0",10.0226,10.1142,10.0002,"9.6337",35.4398,204
"183661",8227730,"2010-05-09 18:27:00.000",58.25,-8.28,10,125.7712968,"Scotland","748S",9.2136,9.1159,9.1761,"8.9011","3","","G7","Gulf7","20","0",9.2136,9.1159,9.1761,"8.9011",35.1272,123
"183664",8227733,"2010-05-09 20:16:00.000",58.32,-7.79,3,103.4499848,"Scotland","748S",8.7966,8.8059,8.8089,"8.7613","3","","G7","Gulf7","20","0",8.7966,8.8059,8.8089,"8.7613",35.0205,100
"183666",8227735,"2010-05-10 02:46:00.000",58.59,-5.79,2,113.9029083,"Scotland","748S",8.6024,8.3038,7.994,"7.9637","3","","G7","Gulf7","20","0",8.6024,8.3038,7.994,"7.9637",34.7905,104
"183668",8227737,"2010-04-17 10:02:00.000",42.74,-9.19,1,40.68915839,"SPAIN","29CS",14.1421,13.5615,NA,"","3","","B","Bgn","40","0",14.1421,13.5615,NA,"",35.5067,52
"183672",8227741,"2010-05-02 10:02:00.000",46.25,-1.75,1,23.98218855,"SPAIN","29CS",14.2036,10.7687,NA,"","3","","B","Bgn","40","0",14.2036,10.7687,NA,"",NA,28
"183674",8227743,"2010-05-03 10:02:00.000",46.25,-4.26,5,213.5283726,"SPAIN","29CS",13.1881,13.1793,NA,"","3","","B","Bgn","40","0",13.1881,13.1793,NA,"",35.6472,290
"183678",8227747,"2010-05-03 10:02:00.000",46.25,-4.75,2,166.6053227,"SPAIN","29CS",13.1602,13.1481,NA,"","3","","B","Bgn","40","0",13.1602,13.1481,NA,"",35.6838,1628
"183680",8227749,"2010-05-03 10:02:00.000",45.75,-4.26,2,134.4754521,"SPAIN","29CS",13.9707,12.6007,NA,"","3","","B","Bgn","40","0",13.9707,12.6007,NA,"",35.7723,2633
"183681",8227750,"2010-05-03 10:02:00.000",45.75,-3.75,1,183.7590783,"SPAIN","29CS",13.5076,13.5125,NA,"","3","","B","Bgn","40","0",13.5076,13.5125,NA,"",35.6608,821
"183682",8227751,"2010-05-03 10:02:00.000",45.75,-3.25,1,100.4740069,"SPAIN","29CS",13.6928,12.3899,NA,"","3","","B","Bgn","40","0",13.6928,12.3899,NA,"",35.6631,138
"183683",8227752,"2010-05-04 10:02:00.000",45.75,-2.26,2,80.55510537,"SPAIN","29CS",13.5843,11.9235,NA,"","3","","B","Bgn","40","0",13.5843,11.9235,NA,"",35.3927,90
"183688",8227757,"2010-05-05 10:02:00.000",45.25,-3.75,1,184.1882739,"SPAIN","29CS",13.3315,13.3379,NA,"","3","","B","Bgn","40","0",13.3315,13.3379,NA,"",35.6949,3900
"183690",8227759,"2010-05-06 10:02:00.000",44.75,-2.25,2,173.8207355,"SPAIN","29CS",13.557,13.3012,NA,"","3","","B","Bgn","40","0",13.557,13.3012,NA,"",35.5588,2171
"183693",8227762,"2010-05-07 10:02:00.000",44.25,-2.26,1,198.8161073,"SPAIN","29CS",14.0756,13.6487,NA,"","3","","B","Bgn","40","0",14.0756,13.6487,NA,"",35.5373,1054
"183695",8227764,"2010-05-08 10:02:00.000",43.88,-2.16,5,175.6113962,"SPAIN","29CS",13.2664,13.1788,NA,"","3","","B","Bgn","40","0",13.2664,13.1788,NA,"",35.4709,502
"183697",8227766,"2010-05-08 10:02:00.000",43.44,-1.82,1,69.72670925,"SPAIN","29CS",14.427,14.2889,NA,"","3","","B","Bgn","40","0",14.427,14.2889,NA,"",35.6154,89
"183702",8227771,"2010-05-08 10:02:00.000",43.44,-2.48,2,86.19093727,"SPAIN","29CS",14.0492,13.6125,NA,"","3","","B","Bgn","40","0",14.0492,13.6125,NA,"",35.6389,91
"183703",8227772,"2010-05-09 10:02:00.000",43.62,-3.49,2,194.9674181,"SPAIN","29CS",14.0363,13.7163,NA,"","3","","B","Bgn","40","0",14.0363,13.7163,NA,"",35.6771,1262
"183705",8227774,"2010-05-09 10:02:00.000",43.62,-3.82,4,152.2483752,"SPAIN","29CS",13.846,13.7481,NA,"","3","","B","Bgn","40","0",13.846,13.7481,NA,"",35.6859,151
"183706",8227775,"2010-04-19 10:02:00.000",43.42,-8.5,86,67.06358519,"SPAIN","29CS",13.8304,13.2885,NA,"","3","","B","Bgn","40","0",13.8304,13.2885,NA,"",35.7591,89
"183709",8227778,"2010-04-19 10:02:00.000",43.62,-8.5,2,117.6910863,"SPAIN","29CS",13.7254,13.2885,NA,"","3","","B","Bgn","40","0",13.7254,13.2885,NA,"",35.8082,164
"183716",8227785,"2010-04-21 10:02:00.000",46.75,-5.25,73,201.954161,"SPAIN","29CS",12.3487,12.1746,NA,"","3","","B","Bgn","40","0",12.3487,12.1746,NA,"",35.6643,1059
"183717",8227786,"2010-04-23 10:02:00.000",43.87,-7.75,1,98.29284846,"SPAIN","29CS",13.4044,13.3187,NA,"","3","","B","Bgn","40","0",13.4044,13.3187,NA,"",35.7446,134
"183721",8227790,"2010-04-23 10:02:00.000",44.13,-8.26,18,201.4897854,"SPAIN","29CS",13.5046,13.3573,NA,"","3","","B","Bgn","40","0",13.5046,13.3573,NA,"",35.7155,392
"183723",8227792,"2010-04-23 10:02:00.000",43.87,-8.26,2,72.73107907,"SPAIN","29CS",14.0408,13.5455,NA,"","3","","B","Bgn","40","0",14.0408,13.5455,NA,"",35.7734,202
"183724",8227793,"2010-04-23 10:02:00.000",43.63,-8.26,137,73.43116056,"SPAIN","29CS",14.2431,13.8507,NA,"","3","","B","Bgn","40","0",14.2431,13.8507,NA,"",35.6368,71
"183733",8227802,"2010-04-25 10:02:00.000",44.13,-7.25,6,197.86273,"SPAIN","29CS",13.807,13.3538,NA,"","3","","B","Bgn","40","0",13.807,13.3538,NA,"",35.7582,543
"183734",8227803,"2010-04-25 10:02:00.000",43.62,-7.23,3,59.7637405,"SPAIN","29CS",14.2663,12.823,NA,"","3","","B","Bgn","40","0",14.2663,12.823,NA,"",35.6653,53
"183737",8227806,"2010-04-25 10:02:00.000",43.63,-6.82,2,67.10931916,"SPAIN","29CS",13.8582,12.8446,NA,"","3","","B","Bgn","40","0",13.8582,12.8446,NA,"",35.6444,92
"183743",8227812,"2010-04-26 10:02:00.000",43.87,-6.16,2,180.9552343,"SPAIN","29CS",14.2076,13.1776,NA,"","3","","B","Bgn","40","0",14.2076,13.1776,NA,"",35.6986,541
"183745",8227814,"2010-04-27 10:02:00.000",43.87,-5.75,8,175.2138625,"SPAIN","29CS",13.9986,13.9915,NA,"","3","","B","Bgn","40","0",13.9986,13.9915,NA,"",35.7134,173
"183746",8227815,"2010-04-27 10:02:00.000",43.63,-5.5,2,68.65723803,"SPAIN","29CS",14.1754,13.1368,NA,"","3","","B","Bgn","40","0",14.1754,13.1368,NA,"",35.668,91
"183750",8227819,"2010-04-27 10:02:00.000",43.88,-5.5,1,214.316404,"SPAIN","29CS",14.0489,13.337,NA,"","3","","B","Bgn","40","0",14.0489,13.337,NA,"",35.6876,188
"183753",8227822,"2010-04-28 10:02:00.000",43.87,-5.25,1,187.0308159,"SPAIN","29CS",14.3256,14.3026,NA,"","3","","B","Bgn","40","0",14.3256,14.3026,NA,"",35.6545,496
"183754",8227823,"2010-04-28 10:02:00.000",43.62,-5.25,3,102.0078538,"SPAIN","29CS",13.8824,13.1515,NA,"","3","","B","Bgn","40","0",13.8824,13.1515,NA,"",35.6158,134
"183761",8227830,"2010-04-28 10:02:00.000",43.45,-4.17,2,43.24322453,"SPAIN","29CS",14.1664,12.8701,NA,"","3","","B","Bgn","40","0",14.1664,12.8701,NA,"",35.6982,83
"183763",8227832,"2010-05-21 06:16:00.000",60.25,-4.75,4,665.2668019,"FAROE ISLANDS","26MH",10.264,10.1873,9.8175,"9.5918","4","","B","Bgn","60","0",10.264,10.1873,9.8175,"9.5918",35.4489,694
"183764",8227833,"2010-05-21 08:32:00.000",60.25,-5.25,9,400.2797448,"FAROE ISLANDS","26MH",10.2472,9.9481,9.5769,"9.4744","4","","B","Bgn","60","0",10.2472,9.9481,9.5769,"9.4744",35.4426,992
"183766",8227835,"2010-05-21 10:30:00.000",60.25,-5.75,2,362.787978,"FAROE ISLANDS","26MH",9.8459,9.7447,9.4812,"9.2302","4","","B","Bgn","60","0",9.8459,9.7447,9.4812,"9.2302",35.4107,973
"183768",8227837,"2010-05-21 12:26:00.000",60.25,-6.25,7,420.8069112,"FAROE ISLANDS","26MH",9.5895,9.3924,9.0736,"8.7308","4","","B","Bgn","60","0",9.5895,9.3924,9.0736,"8.7308",35.3989,1114
"183773",8227842,"2010-05-21 14:39:00.000",60.25,-6.75,10,670.441005,"FAROE ISLANDS","26MH",9.7363,9.5802,9.3661,"9.3442","4","","B","Bgn","60","0",9.7363,9.5802,9.3661,"9.3442",35.4085,1190
"183774",8227843,"2010-05-21 17:00:00.000",60.25,-7.25,2,731.0894512,"FAROE ISLANDS","26MH",9.8666,9.543,9.3923,"9.1575","4","","B","Bgn","60","0",9.8666,9.543,9.3923,"9.1575",35.4063,1078
"183776",8227845,"2010-05-21 19:18:00.000",60.25,-7.75,2,309.603956,"FAROE ISLANDS","26MH",9.7912,9.6637,9.4158,"9.354","4","","B","Bgn","60","0",9.7912,9.6637,9.4158,"9.354",35.4041,686
"183777",8227846,"2010-05-21 21:13:00.000",60.25,-8.25,3,247.1742268,"FAROE ISLANDS","26MH",9.9095,9.679,9.5298,"9.3374","4","","B","Bgn","60","0",9.9095,9.679,9.5298,"9.3374",35.4013,728
"183779",8227848,"2010-05-21 23:06:00.000",60.25,-8.75,7,378.9891714,"FAROE ISLANDS","26MH",10.0294,9.7112,9.5594,"9.4019","4","","B","Bgn","60","0",10.0294,9.7112,9.5594,"9.4019",35.3944,1041
"183784",8227853,"2010-05-22 01:10:00.000",60.25,-9.25,19,416.4809381,"FAROE ISLANDS","26MH",10.12,9.8944,9.6079,"9.4355","4","","B","Bgn","60","0",10.12,9.8944,9.6079,"9.4355",35.3926,1629
"183789",8227858,"2010-05-22 03:18:00.000",60.25,-9.75,10,374.6631983,"FAROE ISLANDS","26MH",10.2176,9.9235,9.7761,"9.4969","4","","B","Bgn","60","0",10.2176,9.9235,9.7761,"9.4969",35.4186,1101
"183794",8227863,"2010-05-22 05:18:00.000",60.25,-10.25,10,341.6670506,"FAROE ISLANDS","26MH",10.3243,9.741,9.3962,"9.2476","4","","B","Bgn","60","0",10.3243,9.741,9.3962,"9.2476",35.363,1030
"183798",8227867,"2010-05-22 07:16:00.000",60.25,-10.75,12,475.6873932,"FAROE ISLANDS","26MH",10.3913,9.7149,9.3716,"9.2875","4","","B","Bgn","60","0",10.3913,9.7149,9.3716,"9.2875",35.3789,1138
"183807",8227876,"2010-05-22 14:57:00.000",60.25,-11.75,2,326.4837333,"FAROE ISLANDS","26MH",10.3592,9.7459,9.5878,"9.3298","4","","B","Bgn","60","0",10.3592,9.7459,9.5878,"9.3298",35.3312,1169
"183808",8227877,"2010-05-22 17:01:00.000",60.25,-12.25,3,392.9849666,"FAROE ISLANDS","26MH",10.2862,9.8028,9.4419,"9.2213","4","","B","Bgn","60","0",10.2862,9.8028,9.4419,"9.2213",35.3379,392
"183811",8227880,"2010-05-22 19:12:00.000",60.25,-12.75,22,396.2082407,"FAROE ISLANDS","26MH",9.7726,9.6606,9.4534,"9.0939","4","","B","Bgn","60","0",9.7726,9.6606,9.4534,"9.0939",35.3159,430
"183816",8227885,"2010-05-22 21:08:00.000",60.25,-13.25,2,478.8258443,"FAROE ISLANDS","26MH",10.6156,9.9054,9.6062,"9.4225","4","","B","Bgn","60","0",10.6156,9.9054,9.6062,"9.4225",35.3428,631
"183820",8227889,"2010-05-22 23:09:00.000",60.25,-13.75,17,395.7841257,"FAROE ISLANDS","26MH",10.5322,10.1478,9.6448,"9.4652","4","","B","Bgn","60","0",10.5322,10.1478,9.6448,"9.4652",35.3583,1066
"183825",8227894,"2010-05-23 02:22:00.000",60.75,-13.75,6,361.685279,"FAROE ISLANDS","26MH",10.5575,9.9036,9.4082,"9.254","4","","B","Bgn","60","0",10.5575,9.9036,9.4082,"9.254",35.3211,1658
"183830",8227899,"2010-05-23 04:26:00.000",60.75,-13.25,6,407.9986379,"FAROE ISLANDS","26MH",10.5512,9.9966,9.5456,"9.3203","4","","B","Bgn","60","0",10.5512,9.9966,9.5456,"9.3203",35.3088,1364
"183835",8227904,"2010-05-23 08:15:00.000",60.75,-12.25,8,406.6414699,"FAROE ISLANDS","26MH",9.977,9.8934,9.4104,"9.3192","4","","B","Bgn","60","0",9.977,9.8934,9.4104,"9.3192",35.3337,549
"183837",8227906,"2010-05-23 13:34:00.000",60.75,-11.75,1,277.9649764,"FAROE ISLANDS","26MH",10.5525,9.6334,9.1723,"9.0108","4","","B","Bgn","60","0",10.5525,9.6334,9.1723,"9.0108",35.3298,854
"183839",8227908,"2010-05-23 15:30:00.000",60.75,-11.25,2,307.313735,"FAROE ISLANDS","26MH",9.6747,9.3348,9.1714,"9.0443","4","","B","Bgn","60","0",9.6747,9.3348,9.1714,"9.0443",35.3545,758
"183841",8227910,"2010-05-23 17:32:00.000",60.75,-10.75,11,321.0550612,"FAROE ISLANDS","26MH",10.2733,9.5418,8.8684,"8.8131","4","","B","Bgn","60","0",10.2733,9.5418,8.8684,"8.8131",35.3443,249
"183844",8227913,"2010-05-23 19:24:00.000",60.75,-10.25,1,175.6684364,"FAROE ISLANDS","26MH",9.4785,9.1698,8.9047,"8.8345","4","","B","Bgn","60","0",9.4785,9.1698,8.9047,"8.8345",35.3539,191
"183845",8227914,"2010-05-23 21:04:00.000",60.75,-9.75,2,331.5731134,"FAROE ISLANDS","26MH",9.7426,9.4668,9.3562,"8.9112","4","","B","Bgn","60","0",9.7426,9.4668,9.3562,"8.9112",35.3386,715
"183849",8227918,"2010-05-23 22:59:00.000",60.75,-9.25,14,177.8738345,"FAROE ISLANDS","26MH",9.9406,9.2252,8.8193,"8.8059","4","","B","Bgn","60","0",9.9406,9.2252,8.8193,"8.8059",35.3975,143
"183854",8227923,"2010-05-24 00:54:00.000",60.75,-8.75,2,46.2285359,"FAROE ISLANDS","26MH",9.925,8.902,8.8247,"8.8127","4","","B","Bgn","60","0",9.925,8.902,8.8247,"8.8127",35.3812,158
"183856",8227925,"2010-05-24 03:00:00.000",60.75,-8.25,2,620.8195491,"FAROE ISLANDS","26MH",9.3293,9.3583,9.0895,"8.904","4","","B","Bgn","60","0",9.3293,9.3583,9.0895,"8.904",35.3442,687
"183858",8227927,"2010-05-24 05:13:00.000",60.75,-7.75,2,362.872801,"FAROE ISLANDS","26MH",9.6337,9.6153,9.3073,"9.2003","4","","B","Bgn","60","0",9.6337,9.6153,9.3073,"9.2003",35.3934,972
"183860",8227929,"2010-05-24 07:25:00.000",60.75,-7.25,5,355.3235539,"FAROE ISLANDS","26MH",9.6778,9.6823,9.337,"9.2565","4","","B","Bgn","60","0",9.6778,9.6823,9.337,"9.2565",35.3906,831
"183861",8227930,"2010-05-24 09:21:00.000",60.75,-6.75,15,457.9593859,"FAROE ISLANDS","26MH",9.4083,9.4231,9.2566,"8.899","4","","B","Bgn","60","0",9.4083,9.4231,9.2566,"8.899",35.3738,211
"183868",8227937,"2010-05-24 13:41:00.000",60.75,-5.75,2,319.9523622,"FAROE ISLANDS","26MH",9.2177,8.747,8.4451,"8.21","4","","B","Bgn","60","0",9.2177,8.747,8.4451,"8.21",35.3585,658
"183869",8227938,"2010-05-24 15:49:00.000",60.75,-5.25,5,342.1759886,"FAROE ISLANDS","26MH",9.6325,9.5914,8.7188,"8.0482","4","","B","Bgn","60","0",9.6325,9.5914,8.7188,"8.0482",35.3489,842
"183871",8227940,"2010-05-24 17:55:00.000",60.75,-4.75,4,421.1462032,"FAROE ISLANDS","26MH",9.3348,9.3477,8.6337,"8.2301","4","","B","Bgn","60","0",9.3348,9.3477,8.6337,"8.2301",35.3571,1093
"183872",8227941,"2010-05-24 19:59:00.000",60.75,-4.25,3,356.9351909,"FAROE ISLANDS","26MH",9.5532,9.5527,8.7757,"8.4001","4","","B","Bgn","60","0",9.5532,9.5527,8.7757,"8.4001",35.3568,1069
"183874",8227943,"2010-05-24 21:58:00.000",60.75,-3.75,15,295.6081607,"FAROE ISLANDS","26MH",9.9059,9.9067,9.3073,"8.7221","4","","B","Bgn","60","0",9.9059,9.9067,9.3073,"8.7221",35.4081,744
"183876",8227945,"2010-05-24 23:35:00.000",60.75,-3.25,6,252.0091379,"FAROE ISLANDS","26MH",10.0585,10.0495,9.5049,"9.4057","4","","B","Bgn","60","0",10.0585,10.0495,9.5049,"9.4057",35.4085,520
"183878",8227947,"2010-05-25 01:23:00.000",60.75,-2.75,3,315.8808581,"FAROE ISLANDS","26MH",9.6823,9.6853,9.1524,"8.3375","4","","B","Bgn","60","0",9.6823,9.6853,9.1524,"8.3375",35.3796,209
"183880",8227949,"2010-05-25 06:35:00.000",61.25,-2.25,6,160.6547651,"FAROE ISLANDS","26MH",9.7713,9.773,9.6319,"9.4661","4","","B","Bgn","60","0",9.7713,9.773,9.6319,"9.4661",35.4405,748
"183881",8227950,"2010-05-25 08:25:00.000",61.25,-1.75,7,254.2993589,"FAROE ISLANDS","26MH",9.7696,9.7717,9.6894,"9.4563","4","","B","Bgn","60","0",9.7696,9.7717,9.6894,"9.4563",35.4234,457
"183883",8227952,"2010-05-25 10:17:00.000",61.25,-1.25,17,501.3887627,"FAROE ISLANDS","26MH",9.9834,9.9891,9.4057,"9.2781","4","","B","Bgn","60","0",9.9834,9.9891,9.4057,"9.2781",35.4221,178
"183885",8227954,"2010-05-25 12:10:00.000",61.25,-0.75,4,176.1773744,"FAROE ISLANDS","26MH",9.8248,9.8202,9.3634,"9.0891","4","","B","Bgn","60","0",9.8248,9.8202,9.3634,"9.0891",35.4195,164
"183888",8227957,"2010-05-25 14:03:00.000",61.25,-0.25,5,184.9141436,"FAROE ISLANDS","26MH",9.5949,9.5243,8.9719,"8.8608","4","","B","Bgn","60","0",9.5949,9.5243,8.9719,"8.8608",35.4067,160
"183890",8227959,"2010-05-25 17:46:00.000",61.75,-0.25,3,219.6915743,"FAROE ISLANDS","26MH",9.5641,9.5298,9.4064,"8.8514","4","","B","Bgn","60","0",9.5641,9.5298,9.4064,"8.8514",35.4198,222
"183892",8227961,"2010-05-25 19:45:00.000",61.75,-0.75,10,280.3400204,"FAROE ISLANDS","26MH",9.6329,9.6372,9.6166,"9.3419","4","","B","Bgn","60","0",9.6329,9.6372,9.6166,"9.3419",35.4237,266
"183893",8227962,"2010-05-25 21:42:00.000",61.75,-1.25,4,269.3978532,"FAROE ISLANDS","26MH",9.7216,9.7258,9.536,"9.4737","4","","B","Bgn","60","0",9.7216,9.7258,9.536,"9.4737",35.4241,598
"183897",8227966,"2010-05-26 03:43:00.000",61.75,-2.75,1,306.2958589,"FAROE ISLANDS","26MH",9.5744,9.5764,9.5951,"9.1025","4","","B","Bgn","60","0",9.5744,9.5764,9.5951,"9.1025",35.4196,1562
"183899",8227968,"2010-05-26 06:09:00.000",61.75,-3.25,7,246.4956428,"FAROE ISLANDS","26MH",9.5438,9.5476,9.4992,"9.1213","4","","B","Bgn","60","0",9.5438,9.5476,9.4992,"9.1213",35.4155,1508
"183901",8227970,"2010-05-26 08:12:00.000",61.75,-3.75,5,259.303916,"FAROE ISLANDS","26MH",8.8365,8.842,8.8068,"8.0248","4","","B","Bgn","60","0",8.8365,8.842,8.8068,"8.0248",35.3504,1102
"183903",8227972,"2010-05-26 09:59:00.000",61.75,-4.25,2,430.8160254,"FAROE ISLANDS","26MH",9.2429,9.252,8.5875,"8.0361","4","","B","Bgn","60","0",9.2429,9.252,8.5875,"8.0361",35.3949,677
"183904",8227973,"2010-05-26 18:41:00.000",61.75,-5.75,14,422.6730172,"FAROE ISLANDS","26MH",8.4038,8.3919,8.2786,"7.8374","4","","B","Bgn","60","0",8.4038,8.3919,8.2786,"7.8374",35.3193,273
"183908",8227977,"2010-05-27 01:02:00.000",61.75,-7.75,2,202.8117969,"FAROE ISLANDS","26MH",8.9174,8.9135,8.457,"8.3603","4","","B","Bgn","60","0",8.9174,8.9135,8.457,"8.3603",35.3647,195
"183913",8227982,"2010-05-27 02:50:00.000",61.75,-8.25,10,195.7714878,"FAROE ISLANDS","26MH",8.454,8.4647,8.4711,"8.3851","4","","B","Bgn","60","0",8.454,8.4647,8.4711,"8.3851",35.346,178
"183916",8227985,"2010-05-27 04:37:00.000",61.75,-8.75,3,267.4469242,"FAROE ISLANDS","26MH",8.9859,8.9929,8.9954,"8.9964","4","","B","Bgn","60","0",8.9859,8.9929,8.9954,"8.9964",35.3547,754
"183919",8227988,"2010-05-27 06:34:00.000",61.75,-9.25,2,229.1069274,"FAROE ISLANDS","26MH",9.0916,9.0939,9.0962,"8.8865","4","","B","Bgn","60","0",9.0916,9.0939,9.0962,"8.8865",35.3253,774
"183921",8227990,"2010-05-27 08:22:00.000",61.75,-9.75,1,363.9755001,"FAROE ISLANDS","26MH",9.0475,9.0412,9.0447,"8.8353","4","","B","Bgn","60","0",9.0475,9.0412,9.0447,"8.8353",35.3168,971
"183922",8227991,"2010-05-27 10:12:00.000",61.75,-10.25,1,256.58958,"FAROE ISLANDS","26MH",9.1014,9.101,9.0939,"8.9496","4","","B","Bgn","60","0",9.1014,9.101,9.0939,"8.9496",35.3241,1042
"183924",8227993,"2010-05-27 11:56:00.000",61.75,-10.75,1,512.585399,"FAROE ISLANDS","26MH",9.4109,9.4112,9.3865,"9.1251","4","","B","Bgn","60","0",9.4109,9.4112,9.3865,"9.1251",35.3259,1215
"183927",8227996,"2010-05-27 13:42:00.000",61.75,-11.25,1,294.5902847,"FAROE ISLANDS","26MH",9.6031,9.5812,9.565,"9.3244","4","","B","Bgn","60","0",9.6031,9.5812,9.565,"9.3244",35.3316,1244
"183930",8227999,"2010-05-27 15:37:00.000",61.75,-11.75,3,316.2201501,"FAROE ISLANDS","26MH",9.6369,9.6057,9.3999,"9.1183","4","","B","Bgn","60","0",9.6369,9.6057,9.3999,"9.1183",35.3312,1292
"183933",8228002,"2010-05-27 17:37:00.000",61.75,-12.25,5,263.8843581,"FAROE ISLANDS","26MH",9.7606,9.7591,9.7616,"9.3904","4","","B","Bgn","60","0",9.7606,9.7591,9.7616,"9.3904",35.3343,1369
"183938",8228007,"2010-05-27 23:38:00.000",62.25,-11.25,1,167.7798973,"FAROE ISLANDS","26MH",8.7868,8.7962,8.8008,"8.7986","4","","B","Bgn","60","0",8.7868,8.7962,8.8008,"8.7986",35.3262,983
"183940",8228009,"2010-05-28 04:58:00.000",62.75,-10.25,3,255.571704,"FAROE ISLANDS","26MH",8.3582,8.3642,8.3736,"7.8882","4","","B","Bgn","60","0",8.3582,8.3642,8.3736,"7.8882",35.2898,504
"183942",8228011,"2010-05-28 07:04:00.000",62.75,-9.75,1,296.8805058,"FAROE ISLANDS","26MH",8.4068,8.4178,8.3905,"8.0335","4","","B","Bgn","60","0",8.4068,8.4178,8.3905,"8.0335",35.3154,492
"183944",8228013,"2010-05-28 08:54:00.000",62.75,-9.25,2,341.6670506,"FAROE ISLANDS","26MH",8.7625,8.7064,8.6626,"8.5136","4","","B","Bgn","60","0",8.7625,8.7064,8.6626,"8.5136",35.3236,476
"183947",8228016,"2010-05-28 12:08:00.000",62.75,-8.25,1,320.5461232,"FAROE ISLANDS","26MH",8.8821,8.8401,8.745,"8.5644","4","","B","Bgn","60","0",8.8821,8.8401,8.745,"8.5644",35.336,519
"183949",8228018,"2010-05-28 15:46:00.000",62.75,-7.25,2,278.2194454,"FAROE ISLANDS","26MH",8.8264,8.7227,8.6827,"8.4567","4","","B","Bgn","60","0",8.8264,8.7227,8.6827,"8.4567",35.3438,372
"183951",8228020,"2010-05-28 17:43:00.000",62.75,-6.75,1,257.183341,"FAROE ISLANDS","26MH",8.8976,8.7424,8.7004,"8.3756","4","","B","Bgn","60","0",8.8976,8.7424,8.7004,"8.3756",35.3445,208
"183953",8228022,"2010-05-28 19:39:00.000",62.75,-6.25,2,356.0869609,"FAROE ISLANDS","26MH",9.0378,8.8426,8.6849,"8.4899","4","","B","Bgn","60","0",9.0378,8.8426,8.6849,"8.4899",35.3416,333
"183955",8228024,"2010-05-29 00:54:00.000",62.75,-4.75,2,416.2264691,"FAROE ISLANDS","26MH",7.4577,6.9209,5.2479,"3.5448","4","","B","Bgn","60","0",7.4577,6.9209,5.2479,"3.5448",35.1916,868
"183957",8228026,"2010-05-29 10:30:00.000",62.75,-2.25,2,444.8118206,"FAROE ISLANDS","26MH",9.1464,9.043,8.1995,"7.8747","4","","B","Bgn","60","0",9.1464,9.043,8.1995,"7.8747",35.3542,1329
"183963",8228032,"2010-05-29 15:56:00.000",62.75,-0.75,2,343.2786877,"FAROE ISLANDS","26MH",9.6385,9.5241,8.778,"8.0162","4","","B","Bgn","60","0",9.6385,9.5241,8.778,"8.0162",35.3991,1466
"183967",8228036,"2010-05-29 17:42:00.000",62.75,-0.25,1,388.7438165,"FAROE ISLANDS","26MH",9.2935,8.7607,8.0792,"7.8995","4","","B","Bgn","60","0",9.2935,8.7607,8.0792,"7.8995",35.3486,1290
"183969",8228038,"2010-05-29 20:54:00.000",62.25,-0.25,5,304.3449299,"FAROE ISLANDS","26MH",10.4423,9.9439,9.7694,"8.9496","4","","B","Bgn","60","0",10.4423,9.9439,9.7694,"8.9496",35.4239,839
"183973",8228042,"2010-05-29 22:37:00.000",62.25,-0.75,2,289.3312586,"FAROE ISLANDS","26MH",9.4136,9.0075,8.252,"7.4934","4","","B","Bgn","60","0",9.4136,9.0075,8.252,"7.4934",35.3279,998
"183974",8228043,"2010-05-30 00:17:00.000",62.25,-1.25,8,302.3940009,"FAROE ISLANDS","26MH",9.5281,9.1126,7.9115,"7.5912","4","","B","Bgn","60","0",9.5281,9.1126,7.9115,"7.5912",35.3466,1551
"183975",8228044,"2010-05-30 02:09:00.000",62.25,-1.75,1,403.9271338,"FAROE ISLANDS","26MH",9.5083,9.0334,8.2716,"8.0825","4","","B","Bgn","60","0",9.5083,9.0334,8.2716,"8.0825",35.3652,1687
"183978",8228047,"2010-05-30 04:04:00.000",62.25,-2.25,7,459.6558459,"FAROE ISLANDS","26MH",9.8981,9.6642,9.4331,"9.2415","4","","B","Bgn","60","0",9.8981,9.6642,9.4331,"9.2415",35.4151,1641
"183981",8228050,"2010-05-30 06:03:00.000",62.25,-2.75,2,401.6369128,"FAROE ISLANDS","26MH",9.2339,8.9539,7.7521,"7.1504","4","","B","Bgn","60","0",9.2339,8.9539,7.7521,"7.1504",35.3329,1469
