"","QUADRICULA","TET","crestlark","linnet","x","y"
"11895","NF57","U",NA,NA,557000,4579000
"11900","NF57","Z",NA,NA,559000,4579000
"12130","NF67","E",NA,NA,561000,4579000
"12135","NF67","J",0,0,563000,4579000
"12140","NF67","P",NA,NA,565000,4579000
"12145","NF67","U",NA,NA,567000,4579000
"12150","NF67","Z",NA,NA,569000,4579000
"12380","NF77","E",NA,NA,571000,4579000
"12385","NF77","J",NA,NA,573000,4579000
"12390","NF77","P",NA,NA,575000,4579000
"12395","NF77","U",NA,NA,577000,4579000
"12400","NF77","Z",NA,NA,579000,4579000
"12630","NF87","E",NA,NA,581000,4579000
"12635","NF87","J",NA,NA,583000,4579000
"12640","NF87","P",NA,NA,585000,4579000
"12645","NF87","U",NA,NA,587000,4579000
"12650","NF87","Z",0,0,589000,4579000
"12880","NF97","E",NA,NA,591000,4579000
"12885","NF97","J",NA,NA,593000,4579000
"12890","NF97","P",NA,NA,595000,4579000
"12895","NF97","U",NA,NA,597000,4579000
"12900","NF97","Z",NA,NA,599000,4579000
"21205","PF07","E",NA,NA,601000,4579000
"21210","PF07","J",NA,NA,603000,4579000
"21215","PF07","P",NA,NA,605000,4579000
"21220","PF07","U",NA,NA,607000,4579000
"21225","PF07","Z",NA,NA,609000,4579000
"21455","PF17","E",0,1,611000,4579000
"21460","PF17","J",NA,NA,613000,4579000
"21465","PF17","P",NA,NA,615000,4579000
"21470","PF17","U",NA,NA,617000,4579000
"21475","PF17","Z",NA,NA,619000,4579000
"21705","PF27","E",0,1,621000,4579000
"21710","PF27","J",NA,NA,623000,4579000
"21715","PF27","P",1,1,625000,4579000
"21720","PF27","U",NA,NA,627000,4579000
"21725","PF27","Z",NA,NA,629000,4579000
"21955","PF37","E",NA,NA,631000,4579000
"21960","PF37","J",NA,NA,633000,4579000
"21965","PF37","P",NA,NA,635000,4579000
"21970","PF37","U",NA,NA,637000,4579000
"21975","PF37","Z",0,1,639000,4579000
"22205","PF47","E",NA,NA,641000,4579000
"22210","PF47","J",NA,NA,643000,4579000
"22215","PF47","P",0,1,645000,4579000
"22220","PF47","U",NA,NA,647000,4579000
"22225","PF47","Z",0,0,649000,4579000
"22455","PF57","E",0,1,651000,4579000
"22460","PF57","J",NA,NA,653000,4579000
"22465","PF57","P",0,1,655000,4579000
"22470","PF57","U",NA,NA,657000,4579000
"22475","PF57","Z",0,1,659000,4579000
"22705","PF67","E",NA,NA,661000,4579000
"22710","PF67","J",NA,NA,663000,4579000
"22715","PF67","P",NA,NA,665000,4579000
"22720","PF67","U",0,0,667000,4579000
"22725","PF67","Z",NA,NA,669000,4579000
"22955","PF77","E",NA,NA,671000,4579000
"22960","PF77","J",0,0,673000,4579000
"22965","PF77","P",NA,NA,675000,4579000
"22970","PF77","U",0,1,677000,4579000
"22975","PF77","Z",NA,NA,679000,4579000
"23205","PF87","E",NA,NA,681000,4579000
"23210","PF87","J",NA,NA,683000,4579000
"23215","PF87","P",0,0,685000,4579000
"23220","PF87","U",0,1,687000,4579000
"23225","PF87","Z",NA,NA,689000,4579000
"23330","PF97","E",NA,NA,691000,4579000
"23335","PF97","J",NA,NA,693000,4579000
"23340","PF97","P",NA,NA,695000,4579000
"23345","PF97","U",0,1,697000,4579000
"23350","PF97","Z",NA,NA,699000,4579000
"24630","QF07","E",0,1,701000,4579000
"24635","QF07","J",0,1,703000,4579000
"24640","QF07","P",0,1,705000,4579000
"24645","QF07","U",0,0,707000,4579000
"24650","QF07","Z",0,1,709000,4579000
"24705","QF17","E",0,1,711000,4579000
"24710","QF17","J",0,1,713000,4579000
"24715","QF17","P",0,1,715000,4579000
"24720","QF17","U",NA,NA,717000,4579000
"24725","QF17","Z",NA,NA,719000,4579000
"10879","NF17","D",NA,NA,511000,4577000
"10884","NF17","I",NA,NA,513000,4577000
"10889","NF17","N",NA,NA,515000,4577000
"10894","NF17","T",NA,NA,517000,4577000
"10899","NF17","Y",NA,NA,519000,4577000
"11129","NF27","D",NA,NA,521000,4577000
"11134","NF27","I",NA,NA,523000,4577000
"11139","NF27","N",NA,NA,525000,4577000
"11144","NF27","T",NA,NA,527000,4577000
"11149","NF27","Y",NA,NA,529000,4577000
"11379","NF37","D",NA,NA,531000,4577000
"11384","NF37","I",0,0,533000,4577000
"11389","NF37","N",NA,NA,535000,4577000
"11394","NF37","T",0,0,537000,4577000
"11399","NF37","Y",NA,NA,539000,4577000
"11629","NF47","D",NA,NA,541000,4577000
"11634","NF47","I",NA,NA,543000,4577000
"11639","NF47","N",NA,NA,545000,4577000
"11644","NF47","T",NA,NA,547000,4577000
"11649","NF47","Y",0,0,549000,4577000
"11879","NF57","D",NA,NA,551000,4577000
"11884","NF57","I",0,0,553000,4577000
"11889","NF57","N",NA,NA,555000,4577000
"11894","NF57","T",0,1,557000,4577000
"11899","NF57","Y",NA,NA,559000,4577000
"12129","NF67","D",NA,NA,561000,4577000
"12134","NF67","I",NA,NA,563000,4577000
"12139","NF67","N",NA,NA,565000,4577000
"12144","NF67","T",NA,NA,567000,4577000
"12149","NF67","Y",NA,NA,569000,4577000
"12379","NF77","D",NA,NA,571000,4577000
"12384","NF77","I",NA,NA,573000,4577000
"12389","NF77","N",NA,NA,575000,4577000
"12394","NF77","T",NA,NA,577000,4577000
"12399","NF77","Y",NA,NA,579000,4577000
"12629","NF87","D",NA,NA,581000,4577000
"12634","NF87","I",NA,NA,583000,4577000
"12639","NF87","N",0,1,585000,4577000
"12644","NF87","T",NA,NA,587000,4577000
"12649","NF87","Y",NA,NA,589000,4577000
"12879","NF97","D",NA,NA,591000,4577000
"12884","NF97","I",0,0,593000,4577000
"12889","NF97","N",NA,NA,595000,4577000
"12894","NF97","T",NA,NA,597000,4577000
"12899","NF97","Y",0,1,599000,4577000
"21204","PF07","D",NA,NA,601000,4577000
"21209","PF07","I",NA,NA,603000,4577000
"21214","PF07","N",NA,NA,605000,4577000
"21219","PF07","T",NA,NA,607000,4577000
"21224","PF07","Y",NA,NA,609000,4577000
"21454","PF17","D",NA,NA,611000,4577000
"21459","PF17","I",NA,NA,613000,4577000
"21464","PF17","N",NA,NA,615000,4577000
"21469","PF17","T",NA,NA,617000,4577000
"21474","PF17","Y",0,0,619000,4577000
"21704","PF27","D",NA,NA,621000,4577000
"21709","PF27","I",0,1,623000,4577000
"21714","PF27","N",NA,NA,625000,4577000
"21719","PF27","T",0,1,627000,4577000
"21724","PF27","Y",NA,NA,629000,4577000
"21954","PF37","D",NA,NA,631000,4577000
"21959","PF37","I",NA,NA,633000,4577000
"21964","PF37","N",0,0,635000,4577000
"21969","PF37","T",NA,NA,637000,4577000
"21974","PF37","Y",NA,NA,639000,4577000
"22204","PF47","D",NA,NA,641000,4577000
"22209","PF47","I",0,0,643000,4577000
"22214","PF47","N",NA,NA,645000,4577000
"22219","PF47","T",NA,NA,647000,4577000
"22224","PF47","Y",NA,NA,649000,4577000
"22454","PF57","D",0,1,651000,4577000
"22459","PF57","I",NA,NA,653000,4577000
"22464","PF57","N",0,1,655000,4577000
"22469","PF57","T",NA,NA,657000,4577000
"22474","PF57","Y",NA,NA,659000,4577000
"22704","PF67","D",NA,NA,661000,4577000
"22709","PF67","I",NA,NA,663000,4577000
"22714","PF67","N",0,0,665000,4577000
"22719","PF67","T",NA,NA,667000,4577000
"22724","PF67","Y",0,1,669000,4577000
"22954","PF77","D",NA,NA,671000,4577000
"22959","PF77","I",NA,NA,673000,4577000
"22964","PF77","N",0,0,675000,4577000
"22969","PF77","T",NA,NA,677000,4577000
"22974","PF77","Y",0,1,679000,4577000
"23204","PF87","D",NA,NA,681000,4577000
"23209","PF87","I",0,1,683000,4577000
"23214","PF87","N",NA,NA,685000,4577000
"23219","PF87","T",NA,NA,687000,4577000
"23224","PF87","Y",0,0,689000,4577000
"23329","PF97","D",0,1,691000,4577000
"23334","PF97","I",NA,NA,693000,4577000
"23339","PF97","N",0,1,695000,4577000
"23344","PF97","T",NA,NA,697000,4577000
"23349","PF97","Y",0,1,699000,4577000
"24629","QF07","D",0,0,701000,4577000
"24634","QF07","I",0,1,703000,4577000
"24639","QF07","N",0,0,705000,4577000
"24644","QF07","T",0,0,707000,4577000
"24649","QF07","Y",0,1,709000,4577000
"24704","QF17","D",0,1,711000,4577000
"24709","QF17","I",0,1,713000,4577000
"24714","QF17","N",NA,NA,715000,4577000
"24719","QF17","T",NA,NA,717000,4577000
"24724","QF17","Y",NA,NA,719000,4577000
"10878","NF17","C",NA,NA,511000,4575000
"10883","NF17","H",NA,NA,513000,4575000
"10888","NF17","M",NA,NA,515000,4575000
"10893","NF17","S",NA,NA,517000,4575000
"10898","NF17","X",NA,NA,519000,4575000
"11128","NF27","C",NA,NA,521000,4575000
"11133","NF27","H",NA,NA,523000,4575000
"11138","NF27","M",NA,NA,525000,4575000
"11143","NF27","S",NA,NA,527000,4575000
"11148","NF27","X",NA,NA,529000,4575000
"11378","NF37","C",0,0,531000,4575000
"11383","NF37","H",NA,NA,533000,4575000
"11388","NF37","M",0,0,535000,4575000
"11393","NF37","S",NA,NA,537000,4575000
"11398","NF37","X",NA,NA,539000,4575000
"11628","NF47","C",NA,NA,541000,4575000
"11633","NF47","H",NA,NA,543000,4575000
"11638","NF47","M",NA,NA,545000,4575000
"11643","NF47","S",0,1,547000,4575000
"11648","NF47","X",0,0,549000,4575000
"11878","NF57","C",0,1,551000,4575000
"11883","NF57","H",NA,NA,553000,4575000
"11888","NF57","M",NA,NA,555000,4575000
"11893","NF57","S",NA,NA,557000,4575000
"11898","NF57","X",NA,NA,559000,4575000
"12128","NF67","C",NA,NA,561000,4575000
"12133","NF67","H",NA,NA,563000,4575000
"12138","NF67","M",0,1,565000,4575000
"12143","NF67","S",NA,NA,567000,4575000
"12148","NF67","X",NA,NA,569000,4575000
"12378","NF77","C",NA,NA,571000,4575000
"12383","NF77","H",NA,NA,573000,4575000
"12388","NF77","M",NA,NA,575000,4575000
"12393","NF77","S",NA,NA,577000,4575000
"12398","NF77","X",NA,NA,579000,4575000
"12628","NF87","C",NA,NA,581000,4575000
"12633","NF87","H",NA,NA,583000,4575000
"12638","NF87","M",NA,NA,585000,4575000
"12643","NF87","S",NA,NA,587000,4575000
"12648","NF87","X",0,0,589000,4575000
"12878","NF97","C",0,1,591000,4575000
"12883","NF97","H",NA,NA,593000,4575000
"12888","NF97","M",0,1,595000,4575000
"12893","NF97","S",NA,NA,597000,4575000
"12898","NF97","X",NA,NA,599000,4575000
"21203","PF07","C",NA,NA,601000,4575000
"21208","PF07","H",NA,NA,603000,4575000
"21213","PF07","M",NA,NA,605000,4575000
"21218","PF07","S",NA,NA,607000,4575000
"21223","PF07","X",NA,NA,609000,4575000
"21453","PF17","C",NA,NA,611000,4575000
"21458","PF17","H",0,0,613000,4575000
"21463","PF17","M",NA,NA,615000,4575000
"21468","PF17","S",0,0,617000,4575000
"21473","PF17","X",NA,NA,619000,4575000
"21703","PF27","C",0,0,621000,4575000
"21708","PF27","H",NA,NA,623000,4575000
"21713","PF27","M",NA,NA,625000,4575000
"21718","PF27","S",NA,NA,627000,4575000
"21723","PF27","X",0,0,629000,4575000
"21953","PF37","C",NA,NA,631000,4575000
"21958","PF37","H",NA,NA,633000,4575000
"21963","PF37","M",NA,NA,635000,4575000
"21968","PF37","S",NA,NA,637000,4575000
"21973","PF37","X",0,0,639000,4575000
"22203","PF47","C",0,0,641000,4575000
"22208","PF47","H",NA,NA,643000,4575000
"22213","PF47","M",NA,NA,645000,4575000
"22218","PF47","S",1,0,647000,4575000
"22223","PF47","X",0,0,649000,4575000
"22453","PF57","C",0,0,651000,4575000
"22458","PF57","H",NA,NA,653000,4575000
"22463","PF57","M",NA,NA,655000,4575000
"22468","PF57","S",NA,NA,657000,4575000
"22473","PF57","X",NA,NA,659000,4575000
"22703","PF67","C",1,0,661000,4575000
"22708","PF67","H",NA,NA,663000,4575000
"22713","PF67","M",NA,NA,665000,4575000
"22718","PF67","S",0,0,667000,4575000
"22723","PF67","X",NA,NA,669000,4575000
"22953","PF77","C",NA,NA,671000,4575000
"22958","PF77","H",0,1,673000,4575000
"22963","PF77","M",NA,NA,675000,4575000
"22968","PF77","S",NA,NA,677000,4575000
"22973","PF77","X",0,1,679000,4575000
"23203","PF87","C",0,0,681000,4575000
"23208","PF87","H",NA,NA,683000,4575000
"23213","PF87","M",0,1,685000,4575000
"23218","PF87","S",NA,NA,687000,4575000
"23223","PF87","X",NA,NA,689000,4575000
"23328","PF97","C",NA,NA,691000,4575000
"23333","PF97","H",0,1,693000,4575000
"23338","PF97","M",NA,NA,695000,4575000
"23343","PF97","S",0,1,697000,4575000
"23348","PF97","X",0,0,699000,4575000
"24628","QF07","C",0,0,701000,4575000
"24633","QF07","H",0,0,703000,4575000
"24638","QF07","M",0,1,705000,4575000
"24643","QF07","S",0,0,707000,4575000
"24648","QF07","X",1,1,709000,4575000
"24703","QF17","C",0,1,711000,4575000
"24708","QF17","H",NA,NA,713000,4575000
"24713","QF17","M",NA,NA,715000,4575000
"24718","QF17","S",NA,NA,717000,4575000
"24723","QF17","X",NA,NA,719000,4575000
"10877","NF17","B",NA,NA,511000,4573000
"10882","NF17","G",NA,NA,513000,4573000
"10887","NF17","L",NA,NA,515000,4573000
"10892","NF17","R",NA,NA,517000,4573000
"10897","NF17","W",NA,NA,519000,4573000
"11127","NF27","B",NA,NA,521000,4573000
"11132","NF27","G",NA,NA,523000,4573000
"11137","NF27","L",NA,NA,525000,4573000
"11142","NF27","R",NA,NA,527000,4573000
"11147","NF27","W",NA,NA,529000,4573000
"11377","NF37","B",NA,NA,531000,4573000
"11382","NF37","G",0,0,533000,4573000
"11387","NF37","L",NA,NA,535000,4573000
"11392","NF37","R",NA,NA,537000,4573000
"11397","NF37","W",NA,NA,539000,4573000
"11627","NF47","B",NA,NA,541000,4573000
"11632","NF47","G",0,1,543000,4573000
"11637","NF47","L",NA,NA,545000,4573000
"11642","NF47","R",NA,NA,547000,4573000
"11647","NF47","W",NA,NA,549000,4573000
"11877","NF57","B",NA,NA,551000,4573000
"11882","NF57","G",0,0,553000,4573000
"11887","NF57","L",NA,NA,555000,4573000
"11892","NF57","R",0,0,557000,4573000
"11897","NF57","W",NA,NA,559000,4573000
"12127","NF67","B",NA,NA,561000,4573000
"12132","NF67","G",0,1,563000,4573000
"12137","NF67","L",NA,NA,565000,4573000
"12142","NF67","R",0,0,567000,4573000
"12147","NF67","W",NA,NA,569000,4573000
"12377","NF77","B",NA,NA,571000,4573000
"12382","NF77","G",NA,NA,573000,4573000
"12387","NF77","L",NA,NA,575000,4573000
"12392","NF77","R",NA,NA,577000,4573000
"12397","NF77","W",NA,NA,579000,4573000
"12627","NF87","B",NA,NA,581000,4573000
"12632","NF87","G",0,0,583000,4573000
"12637","NF87","L",NA,NA,585000,4573000
"12642","NF87","R",0,0,587000,4573000
"12647","NF87","W",NA,NA,589000,4573000
"12877","NF97","B",NA,NA,591000,4573000
"12882","NF97","G",0,1,593000,4573000
"12887","NF97","L",NA,NA,595000,4573000
"12892","NF97","R",0,0,597000,4573000
"12897","NF97","W",NA,NA,599000,4573000
"21202","PF07","B",NA,NA,601000,4573000
"21207","PF07","G",NA,NA,603000,4573000
"21212","PF07","L",NA,NA,605000,4573000
"21217","PF07","R",NA,NA,607000,4573000
"21222","PF07","W",NA,NA,609000,4573000
"21452","PF17","B",0,0,611000,4573000
"21457","PF17","G",NA,NA,613000,4573000
"21462","PF17","L",NA,NA,615000,4573000
"21467","PF17","R",NA,NA,617000,4573000
"21472","PF17","W",NA,NA,619000,4573000
"21702","PF27","B",NA,NA,621000,4573000
"21707","PF27","G",NA,NA,623000,4573000
"21712","PF27","L",NA,NA,625000,4573000
"21717","PF27","R",NA,NA,627000,4573000
"21722","PF27","W",NA,NA,629000,4573000
"21952","PF37","B",0,1,631000,4573000
"21957","PF37","G",NA,NA,633000,4573000
"21962","PF37","L",NA,NA,635000,4573000
"21967","PF37","R",NA,NA,637000,4573000
"21972","PF37","W",NA,NA,639000,4573000
"22202","PF47","B",NA,NA,641000,4573000
"22207","PF47","G",NA,NA,643000,4573000
"22212","PF47","L",NA,NA,645000,4573000
"22217","PF47","R",NA,NA,647000,4573000
"22222","PF47","W",NA,NA,649000,4573000
"22452","PF57","B",NA,NA,651000,4573000
"22457","PF57","G",NA,NA,653000,4573000
"22462","PF57","L",NA,NA,655000,4573000
"22467","PF57","R",0,0,657000,4573000
"22472","PF57","W",0,1,659000,4573000
"22702","PF67","B",NA,NA,661000,4573000
"22707","PF67","G",1,0,663000,4573000
"22712","PF67","L",NA,NA,665000,4573000
"22717","PF67","R",NA,NA,667000,4573000
"22722","PF67","W",NA,NA,669000,4573000
"22952","PF77","B",NA,NA,671000,4573000
"22957","PF77","G",NA,NA,673000,4573000
"22962","PF77","L",0,0,675000,4573000
"22967","PF77","R",NA,NA,677000,4573000
"22972","PF77","W",NA,NA,679000,4573000
"23202","PF87","B",NA,NA,681000,4573000
"23207","PF87","G",1,0,683000,4573000
"23212","PF87","L",NA,NA,685000,4573000
"23217","PF87","R",NA,NA,687000,4573000
"23222","PF87","W",0,0,689000,4573000
"23327","PF97","B",0,0,691000,4573000
"23332","PF97","G",0,1,693000,4573000
"23337","PF97","L",0,1,695000,4573000
"23342","PF97","R",NA,NA,697000,4573000
"23347","PF97","W",NA,NA,699000,4573000
"24627","QF07","B",0,1,701000,4573000
"24632","QF07","G",0,0,703000,4573000
"24637","QF07","L",0,1,705000,4573000
"24642","QF07","R",0,0,707000,4573000
"24647","QF07","W",0,1,709000,4573000
"24702","QF17","B",NA,NA,711000,4573000
"24707","QF17","G",NA,NA,713000,4573000
"24712","QF17","L",NA,NA,715000,4573000
"24717","QF17","R",NA,NA,717000,4573000
"24722","QF17","W",NA,NA,719000,4573000
"10876","NF17","A",NA,NA,511000,4571000
"10881","NF17","F",NA,NA,513000,4571000
"10886","NF17","K",NA,NA,515000,4571000
"10891","NF17","Q",NA,NA,517000,4571000
"10896","NF17","V",NA,NA,519000,4571000
"11126","NF27","A",NA,NA,521000,4571000
"11131","NF27","F",NA,NA,523000,4571000
"11136","NF27","K",NA,NA,525000,4571000
"11141","NF27","Q",NA,NA,527000,4571000
"11146","NF27","V",NA,NA,529000,4571000
"11376","NF37","A",NA,NA,531000,4571000
"11381","NF37","F",NA,NA,533000,4571000
"11386","NF37","K",NA,NA,535000,4571000
"11391","NF37","Q",NA,NA,537000,4571000
"11396","NF37","V",NA,NA,539000,4571000
"11626","NF47","A",NA,NA,541000,4571000
"11631","NF47","F",NA,NA,543000,4571000
"11636","NF47","K",0,0,545000,4571000
"11641","NF47","Q",NA,NA,547000,4571000
"11646","NF47","V",NA,NA,549000,4571000
"11876","NF57","A",NA,NA,551000,4571000
"11881","NF57","F",NA,NA,553000,4571000
"11886","NF57","K",NA,NA,555000,4571000
"11891","NF57","Q",NA,NA,557000,4571000
"11896","NF57","V",NA,NA,559000,4571000
"12126","NF67","A",0,0,561000,4571000
"12131","NF67","F",NA,NA,563000,4571000
"12136","NF67","K",0,0,565000,4571000
"12141","NF67","Q",NA,NA,567000,4571000
"12146","NF67","V",NA,NA,569000,4571000
"12376","NF77","A",NA,NA,571000,4571000
"12381","NF77","F",NA,NA,573000,4571000
"12386","NF77","K",NA,NA,575000,4571000
"12391","NF77","Q",NA,NA,577000,4571000
"12396","NF77","V",NA,NA,579000,4571000
"12626","NF87","A",NA,NA,581000,4571000
"12631","NF87","F",NA,NA,583000,4571000
"12636","NF87","K",0,0,585000,4571000
"12641","NF87","Q",NA,NA,587000,4571000
"12646","NF87","V",NA,NA,589000,4571000
"12876","NF97","A",NA,NA,591000,4571000
"12881","NF97","F",NA,NA,593000,4571000
"12886","NF97","K",NA,NA,595000,4571000
"12891","NF97","Q",NA,NA,597000,4571000
"12896","NF97","V",NA,NA,599000,4571000
"21201","PF07","A",NA,NA,601000,4571000
"21206","PF07","F",NA,NA,603000,4571000
"21211","PF07","K",NA,NA,605000,4571000
"21216","PF07","Q",NA,NA,607000,4571000
"21221","PF07","V",NA,NA,609000,4571000
"21451","PF17","A",NA,NA,611000,4571000
"21456","PF17","F",NA,NA,613000,4571000
"21461","PF17","K",NA,NA,615000,4571000
"21466","PF17","Q",1,1,617000,4571000
"21471","PF17","V",NA,NA,619000,4571000
"21701","PF27","A",0,0,621000,4571000
"21706","PF27","F",NA,NA,623000,4571000
"21711","PF27","K",0,1,625000,4571000
"21716","PF27","Q",NA,NA,627000,4571000
"21721","PF27","V",NA,NA,629000,4571000
"21951","PF37","A",NA,NA,631000,4571000
"21956","PF37","F",NA,NA,633000,4571000
"21961","PF37","K",0,0,635000,4571000
"21966","PF37","Q",NA,NA,637000,4571000
"21971","PF37","V",0,1,639000,4571000
"22201","PF47","A",NA,NA,641000,4571000
"22206","PF47","F",0,1,643000,4571000
"22211","PF47","K",NA,NA,645000,4571000
"22216","PF47","Q",NA,NA,647000,4571000
"22221","PF47","V",NA,NA,649000,4571000
"22451","PF57","A",NA,NA,651000,4571000
"22456","PF57","F",NA,NA,653000,4571000
"22461","PF57","K",NA,NA,655000,4571000
"22466","PF57","Q",NA,NA,657000,4571000
"22471","PF57","V",0,1,659000,4571000
"22701","PF67","A",1,0,661000,4571000
"22706","PF67","F",NA,NA,663000,4571000
"22711","PF67","K",0,1,665000,4571000
"22716","PF67","Q",NA,NA,667000,4571000
"22721","PF67","V",0,0,669000,4571000
"22951","PF77","A",0,1,671000,4571000
"22956","PF77","F",NA,NA,673000,4571000
"22961","PF77","K",NA,NA,675000,4571000
"22966","PF77","Q",0,1,677000,4571000
"22971","PF77","V",NA,NA,679000,4571000
"23201","PF87","A",NA,NA,681000,4571000
"23206","PF87","F",NA,NA,683000,4571000
"23211","PF87","K",NA,NA,685000,4571000
"23216","PF87","Q",NA,NA,687000,4571000
"23221","PF87","V",0,1,689000,4571000
"23326","PF97","A",NA,NA,691000,4571000
"23331","PF97","F",0,0,693000,4571000
"23336","PF97","K",NA,NA,695000,4571000
"23341","PF97","Q",0,1,697000,4571000
"23346","PF97","V",NA,NA,699000,4571000
"24626","QF07","A",NA,NA,701000,4571000
"24631","QF07","F",0,1,703000,4571000
"24636","QF07","K",0,1,705000,4571000
"24641","QF07","Q",NA,NA,707000,4571000
"24646","QF07","V",NA,NA,709000,4571000
"24701","QF17","A",NA,NA,711000,4571000
"24706","QF17","F",NA,NA,713000,4571000
"24711","QF17","K",NA,NA,715000,4571000
"24716","QF17","Q",NA,NA,717000,4571000
"24721","QF17","V",NA,NA,719000,4571000
"11105","NF26","E",NA,NA,521000,4569000
"11110","NF26","J",1,1,523000,4569000
"11115","NF26","P",NA,NA,525000,4569000
"11120","NF26","U",0,0,527000,4569000
"11125","NF26","Z",NA,NA,529000,4569000
"11355","NF36","E",NA,NA,531000,4569000
"11360","NF36","J",NA,NA,533000,4569000
"11365","NF36","P",NA,NA,535000,4569000
"11370","NF36","U",NA,NA,537000,4569000
"11375","NF36","Z",NA,NA,539000,4569000
"11605","NF46","E",NA,NA,541000,4569000
"11610","NF46","J",NA,NA,543000,4569000
"11615","NF46","P",NA,NA,545000,4569000
"11620","NF46","U",0,0,547000,4569000
"11625","NF46","Z",NA,NA,549000,4569000
"11855","NF56","E",NA,NA,551000,4569000
"11860","NF56","J",NA,NA,553000,4569000
"11865","NF56","P",0,0,555000,4569000
"11870","NF56","U",NA,NA,557000,4569000
"11875","NF56","Z",0,0,559000,4569000
"12105","NF66","E",NA,NA,561000,4569000
