"","year","exra","nao","location","code","elevation","climate.region","N","E"
"545",1985,36.3,-3.09,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"645",1986,47.2,3.14,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"745",1987,62.9,-3.01,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"845",1988,48.5,-0.13,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"945",1989,35,2.38,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1045",1990,30.6,3.88,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1169",1991,34.2,1.14,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1247",1992,47,2.54,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1345",1993,64.4,1.71,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1445",1994,69.2,2.86,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1545",1995,40.8,-1.11,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1645",1996,39,-1.98,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1745",1997,34.9,-0.93,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1845",1998,35.7,1.03,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1945",1999,47.3,2.25,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2045",2000,47,1.18,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2169",2001,37.4,-1.91,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2247",2002,72.9,1,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2345",2003,31.3,-0.09,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2445",2004,45.7,0.7,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2545",2005,35.5,-1.35,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2645",2006,40.8,-0.2,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2743",2007,63.7,1.35,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2840",2008,44.2,1.72,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2939",2009,47.2,0.72,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"3038",2010,59,-5.96,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"3140",2011,37.5,2.95,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"3238",2012,50.2,-0.25,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"3336",2013,46.2,0.9,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"3433",2014,47.9,2.97,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"3531",2015,40.5,4.09,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"1170",1981,56.5,-0.55,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2170",1982,40,2.63,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"391",1983,48.7,0.38,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"446",1984,36.6,2.17,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"546",1985,68.5,-3.09,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"646",1986,42,3.14,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"746",1987,82.9,-3.01,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"846",1988,71.2,-0.13,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"946",1989,39.6,2.38,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1046",1990,37,3.88,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1171",1991,41.1,1.14,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1248",1992,61,2.54,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1346",1993,58.7,1.71,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1446",1994,47.1,2.86,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1546",1995,41.6,-1.11,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1646",1996,54.1,-1.98,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1746",1997,55.2,-0.93,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1846",1998,44.7,1.03,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1946",1999,94.6,2.25,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2046",2000,65.6,1.18,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2171",2001,49.1,-1.91,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2248",2002,53.9,1,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2346",2003,54.9,-0.09,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2446",2004,45.2,0.7,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2546",2005,42.1,-1.35,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2646",2006,54.3,-0.2,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2744",2007,34.7,1.35,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2841",2008,52.5,1.72,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"2940",2009,52.6,0.72,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"3039",2010,49.5,-5.96,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"3141",2011,57.3,2.95,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"3239",2012,51.4,-0.25,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"3337",2013,52,0.9,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"3434",2014,53.9,2.97,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"3532",2015,32,4.09,"Poschiavo.Robbia","ROB",1078,"Alpine south side",46.35,10.06
"1172",1983,24.6,0.38,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2172",1984,32.5,2.17,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"392",1985,60.8,-3.09,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"447",1986,38.1,3.14,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"547",1987,46.8,-3.01,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"647",1988,28.7,-0.13,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"747",1989,66.1,2.38,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"847",1990,60.1,3.88,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"947",1991,38.3,1.14,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1047",1992,35.2,2.54,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1173",1993,43.8,1.71,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1249",1994,69.9,2.86,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1347",1995,34.8,-1.11,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1447",1996,46.3,-1.98,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1547",1997,39.2,-0.93,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1647",1998,44.6,1.03,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1747",1999,45.5,2.25,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1847",2000,36.1,1.18,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1947",2001,57.7,-1.91,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2047",2002,35.8,1,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2173",2003,21.5,-0.09,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2249",2004,31.7,0.7,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2347",2005,26,-1.35,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2447",2006,58.7,-0.2,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2547",2007,77,1.35,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2647",2008,39.3,1.72,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2745",2009,66.2,0.72,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2842",2010,38.8,-5.96,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"2941",2011,25.1,2.95,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"3040",2012,31.2,-0.25,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"3142",2013,52.4,0.9,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"3240",2014,30.1,2.97,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"3338",2015,33.9,4.09,"Ruenenberg","RUE",611,"Eastern Jura",47.43,7.88
"1174",1981,107,-0.55,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2174",1982,43.8,2.63,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"393",1983,64.3,0.38,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"448",1984,61.7,2.17,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"548",1985,56.4,-3.09,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"648",1986,51.1,3.14,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"748",1987,52.1,-3.01,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"848",1988,54.5,-0.13,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"948",1989,68.7,2.38,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1048",1990,88.4,3.88,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1175",1991,136.8,1.14,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1250",1992,77.5,2.54,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1348",1993,65.6,1.71,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1448",1994,108,2.86,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1548",1995,87.3,-1.11,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1648",1996,63.9,-1.98,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1748",1997,64.9,-0.93,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1848",1998,56.9,1.03,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1948",1999,64.7,2.25,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2048",2000,75.8,1.18,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2175",2001,79.4,-1.91,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2250",2002,107.8,1,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2348",2003,62.9,-0.09,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2448",2004,61.4,0.7,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2548",2005,145.6,-1.35,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2648",2006,77.4,-0.2,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2746",2007,80.2,1.35,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2843",2008,80.5,1.72,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"2942",2009,77.8,0.72,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"3041",2010,67.2,-5.96,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"3143",2011,105.4,2.95,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"3241",2012,71.6,-0.25,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"3339",2013,101.9,0.9,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"3435",2014,84,2.97,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"3533",2015,67.2,4.09,"Saentis","SAE",2502,"Eastern Alpine north slope",47.25,9.34
"1176",1981,52.2,-0.55,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2176",1982,40.9,2.63,"Samedan","SAM",1709,"Engadine",46.53,9.88
"394",1983,52.4,0.38,"Samedan","SAM",1709,"Engadine",46.53,9.88
"449",1984,30.2,2.17,"Samedan","SAM",1709,"Engadine",46.53,9.88
"549",1985,59.6,-3.09,"Samedan","SAM",1709,"Engadine",46.53,9.88
"649",1986,25.2,3.14,"Samedan","SAM",1709,"Engadine",46.53,9.88
"749",1987,36,-3.01,"Samedan","SAM",1709,"Engadine",46.53,9.88
"849",1988,63.5,-0.13,"Samedan","SAM",1709,"Engadine",46.53,9.88
"949",1989,30,2.38,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1049",1990,33.9,3.88,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1177",1991,46.4,1.14,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1251",1992,33.6,2.54,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1349",1993,49.1,1.71,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1449",1994,34.3,2.86,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1549",1995,31.8,-1.11,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1649",1996,56.2,-1.98,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1749",1997,38.5,-0.93,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1849",1998,33.9,1.03,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1949",1999,68,2.25,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2049",2000,45.4,1.18,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2177",2001,36.4,-1.91,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2251",2002,51,1,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2349",2003,50.3,-0.09,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2449",2004,29,0.7,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2549",2005,37,-1.35,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2649",2006,23,-0.2,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2747",2007,30.1,1.35,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2844",2008,39.2,1.72,"Samedan","SAM",1709,"Engadine",46.53,9.88
"2943",2009,41,0.72,"Samedan","SAM",1709,"Engadine",46.53,9.88
"3042",2010,30.3,-5.96,"Samedan","SAM",1709,"Engadine",46.53,9.88
"3144",2011,51.2,2.95,"Samedan","SAM",1709,"Engadine",46.53,9.88
"3242",2012,40.1,-0.25,"Samedan","SAM",1709,"Engadine",46.53,9.88
"3340",2013,44.6,0.9,"Samedan","SAM",1709,"Engadine",46.53,9.88
"3436",2014,51.2,2.97,"Samedan","SAM",1709,"Engadine",46.53,9.88
"3534",2015,39.8,4.09,"Samedan","SAM",1709,"Engadine",46.53,9.88
"1178",1982,77.9,2.63,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2178",1983,87.7,0.38,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"395",1984,111.3,2.17,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"450",1985,74.5,-3.09,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"550",1986,95.8,3.14,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"650",1987,121.7,-3.01,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"750",1988,147.3,-0.13,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"850",1989,62.9,2.38,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"950",1990,65.5,3.88,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1050",1991,81.3,1.14,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1179",1992,94.3,2.54,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1252",1993,59.9,1.71,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1350",1994,68.9,2.86,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1450",1995,49.8,-1.11,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1550",1996,81.9,-1.98,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1650",1997,93.6,-0.93,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1750",1998,72.1,1.03,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1850",1999,119.2,2.25,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1950",2000,70.3,1.18,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2050",2001,78.6,-1.91,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2179",2002,86.4,1,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2252",2003,90.8,-0.09,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2350",2004,103.1,0.7,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2450",2005,41.8,-1.35,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2550",2006,127,-0.2,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2650",2007,59.1,1.35,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2748",2008,65.5,1.72,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2845",2009,80.6,0.72,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"2944",2010,51.4,-5.96,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"3043",2011,69.6,2.95,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"3145",2012,64.3,-0.25,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"3243",2013,72.5,0.9,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"3341",2014,73.1,2.97,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"3437",2015,58.5,4.09,"S. Bernardino","SBE",1639,"Alpine south side",46.46,9.18
"1180",1982,121.2,2.63,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2180",1983,61.8,0.38,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"396",1984,112.2,2.17,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"451",1985,48.3,-3.09,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"551",1986,66.7,3.14,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"651",1987,64.1,-3.01,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"751",1988,112.2,-0.13,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"851",1989,71.8,2.38,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"951",1990,61.4,3.88,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1051",1991,77.2,1.14,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1181",1992,116.6,2.54,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1253",1993,67.1,1.71,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1351",1994,74.4,2.86,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1451",1995,199.1,-1.11,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1551",1996,105.7,-1.98,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1651",1997,73.1,-0.93,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1751",1998,83.9,1.03,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1851",1999,110.2,2.25,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1951",2000,109.1,1.18,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2051",2001,70.4,-1.91,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2181",2002,189.7,1,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2253",2003,68.2,-0.09,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2351",2004,66.3,0.7,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2451",2005,50.2,-1.35,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2551",2006,70.4,-0.2,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2651",2007,134.9,1.35,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2749",2008,76.4,1.72,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2846",2009,62.8,0.72,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"2945",2010,79.6,-5.96,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"3044",2011,97.4,2.95,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"3146",2012,64.2,-0.25,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"3244",2013,67.1,0.9,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"3342",2014,121.1,2.97,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"3438",2015,90.5,4.09,"Stabio","SBO",353,"Alpine south side",45.84,8.93
"1182",1981,44.6,-0.55,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2182",1982,39.7,2.63,"Scuol","SCU",1304,"Engadine",46.79,10.28
"397",1983,42.5,0.38,"Scuol","SCU",1304,"Engadine",46.79,10.28
"452",1984,41,2.17,"Scuol","SCU",1304,"Engadine",46.79,10.28
"552",1985,69.7,-3.09,"Scuol","SCU",1304,"Engadine",46.79,10.28
"652",1986,25.6,3.14,"Scuol","SCU",1304,"Engadine",46.79,10.28
"752",1987,37.2,-3.01,"Scuol","SCU",1304,"Engadine",46.79,10.28
"852",1988,46.6,-0.13,"Scuol","SCU",1304,"Engadine",46.79,10.28
"952",1989,24.2,2.38,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1052",1990,35.1,3.88,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1183",1991,53.8,1.14,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1254",1992,39.4,2.54,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1352",1993,42.9,1.71,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1452",1994,38.7,2.86,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1552",1995,39.1,-1.11,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1652",1996,63.3,-1.98,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1752",1997,33.2,-0.93,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1852",1998,31.6,1.03,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1952",1999,54.8,2.25,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2052",2000,50.3,1.18,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2183",2001,48.3,-1.91,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2254",2002,46.9,1,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2352",2003,46,-0.09,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2452",2004,28.6,0.7,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2552",2005,48.2,-1.35,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2652",2006,22.8,-0.2,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2750",2007,27.8,1.35,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2847",2008,35.7,1.72,"Scuol","SCU",1304,"Engadine",46.79,10.28
"2946",2009,33.5,0.72,"Scuol","SCU",1304,"Engadine",46.79,10.28
"3045",2010,29.1,-5.96,"Scuol","SCU",1304,"Engadine",46.79,10.28
"3147",2011,37.7,2.95,"Scuol","SCU",1304,"Engadine",46.79,10.28
"3245",2012,31.9,-0.25,"Scuol","SCU",1304,"Engadine",46.79,10.28
"3343",2013,37.3,0.9,"Scuol","SCU",1304,"Engadine",46.79,10.28
"3439",2014,35.9,2.97,"Scuol","SCU",1304,"Engadine",46.79,10.28
"3535",2015,32.2,4.09,"Scuol","SCU",1304,"Engadine",46.79,10.28
"1184",1982,60.7,2.63,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2184",1983,39.6,0.38,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"398",1984,86.5,2.17,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"453",1985,27.6,-3.09,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"553",1986,39.5,3.14,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"653",1987,41.3,-3.01,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"753",1988,27.8,-0.13,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"853",1989,32.8,2.38,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"953",1990,29.9,3.88,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1053",1991,24.4,1.14,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1185",1992,85.4,2.54,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1255",1993,40,1.71,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1353",1994,95.2,2.86,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1453",1995,33.9,-1.11,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1553",1996,49.9,-1.98,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1653",1997,40.4,-0.93,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1753",1998,23.1,1.03,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1853",1999,34.9,2.25,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1953",2000,43.4,1.18,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2053",2001,37.7,-1.91,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2185",2002,30.1,1,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2255",2003,30.5,-0.09,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2353",2004,33.8,0.7,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2453",2005,25.5,-1.35,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2553",2006,34.4,-0.2,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2653",2007,56.4,1.35,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2751",2008,44.1,1.72,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"2848",2009,74.2,0.72,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
